"ID_FACTURE","DT_FACTURE","ID_CLIENT","ID_DEVIS"
"FA010047","2024-02-11","BG-1169588","DE010404"
"FA010048","2023-07-27","CV-1229582","DE010404"
"FA010049","2023-10-22","DK-337523","DE010404"
"FA010050","2023-12-12","SC-203801408","DE010404"
"FA010051","2023-09-16","GM-1469531","DE010404"
"FA010052","2024-01-29","KE-1642027","DE010404"
"FA010053","2024-07-02","EJ-415586","DE010404"
"FA010054","2023-10-03","SP-2086018","DE010404"
"FA010055","2023-05-16","TB-216251406","DE010404"
"FA010056","2023-09-17","HL-150401406","DE010404"
"FA010057","2023-04-19","JL-152351404","DE010404"
"FA010058","2023-12-10","KF-1628526","DE010404"
"FA010059","2024-02-27","SS-2087527","DE010404"
"FA010060","2023-12-01","BF-1102093","DE010404"
"FA010061","2023-08-04","SS-208751404","DE010404"
"FA010062","2024-03-15","SC-20095139","DE010404"
"FA010063","2023-11-25","MH-802523","DE010404"
"FA010064","2023-12-23","MR-7545103","DE010404"
"FA010065","2023-01-05","MH-1745558","DE010404"
"FA010066","2023-01-04","DP-133901406","DE010404"
"FA010067","2024-05-17","SC-1026023","DE010404"
"FA010068","2024-02-10","ZD-219251404","DE010404"
"FA010069","2023-06-02","KL-6645134","DE010404"
"FA010070","2023-12-30","LR-1703545","DE010404"
"FA010071","2024-05-13","NS-1864082","DE010404"
"FA010072","2024-06-10","ND-837095","DE010404"
"FA010073","2023-02-03","BE-114101406","DE010404"
"FA010074","2023-01-16","CS-1213066","DE010404"
"FA010075","2023-06-24","SP-2062093","DE010404"
"FA010076","2023-07-17","RB-9645134","DE010404"
"FA010077","2023-02-03","JS-15880120","DE010404"
"FA010078","2023-07-23","AJ-109455","DE010404"
"FA010079","2024-01-22","SP-2065045","DE010404"
"FA010080","2023-09-09","MG-1768036","DE010404"
"FA010081","2024-05-27","NK-1849048","DE010404"
"FA010082","2023-10-12","JH-5985142","DE010404"
"FA010083","2023-06-02","CC-126857","DE010404"
"FA010084","2023-07-17","RD-1972066","DE010404"
"FA010085","2023-09-04","JL-1513064","DE010404"
"FA010086","2023-08-24","CK-12595124","DE010404"
"FA010087","2023-04-18","KB-6600137","DE010404"
"FA010088","2023-11-18","JC-534094","DE010404"
"FA010089","2024-06-28","SJ-10125110","DE010404"
"FA010090","2023-02-07","JM-1553545","DE010404"
"FA010091","2024-06-11","SC-208001404","DE010404"
"FA010092","2023-01-20","EH-141851402","DE010404"
"FA010093","2023-12-27","FO-430570","DE010404"
"FA010094","2024-03-13","HJ-14875120","DE010404"
"FA010095","2023-08-16","JB-540060","DE010404"
"FA010096","2024-06-06","AF-1088527","DE010404"
"FA010097","2023-04-21","SC-208457","DE010404"
"FA010098","2023-10-05","NF-847553","DE010404"
"FA010099","2023-10-22","AR-1034545","DE010404"
"FA010100","2024-01-28","MG-1787526","DE010404"
"FA010101","2024-03-28","ZC-219101404","DE010404"
"FA010102","2024-02-24","BT-114401406","DE010404"
"FA010103","2023-02-12","MS-1736593","DE010404"
"FA010104","2024-07-19","KN-1639051","DE010404"
"FA010105","2024-07-11","BP-111551406","DE010404"
"FA010106","2024-04-27","SC-200505","DE010404"
"FA010107","2024-01-28","VP-21730144","DE010404"
"FA010108","2024-05-10","TT-21070120","DE010404"
"FA010109","2023-09-20","HG-4845103","DE010404"
"FA010110","2024-02-09","DB-1336055","DE010404"
"FA010111","2023-04-09","NG-1835582","DE010404"
"FA010112","2023-05-13","SR-2074082","DE010404"
"FA010113","2023-11-27","DB-366038","DE010404"
"FA010114","2024-01-19","JG-1580564","DE010404"
"FA010115","2023-09-03","JM-15250143","DE010404"
"FA010116","2024-06-05","AS-28586","DE010404"
"FA010117","2023-02-17","CA-277595","DE010404"
"FA010118","2023-03-02","NF-1859548","DE010404"
"FA010119","2023-02-01","ME-1772527","DE010404"
"FA010120","2023-02-16","AR-10825139","DE010404"
"FA010121","2024-02-03","SM-2090558","DE010404"
"FA010122","2024-02-14","AT-1043598","DE010404"
"FA010123","2023-06-09","JF-1529564","DE010404"
"FA010124","2024-01-16","FW-143951406","DE010404"
"FA010125","2024-04-01","TB-2128036","DE010404"
"FA010126","2023-05-16","DO-1343536","DE010404"
"FA010127","2023-08-06","AB-1010545","DE010404"
"FA010128","2023-09-27","JE-5610129","DE010404"
"FA010129","2024-04-21","BB-1154582","DE010404"
"FA010130","2023-02-20","SN-205601402","DE010404"
"FA010131","2023-04-20","TB-21280130","DE010404"
"FA010132","2023-02-01","HW-149351406","DE010404"
"FA010133","2024-03-22","CA-122651404","DE010404"
"FA010134","2023-12-06","FM-142901404","DE010404"
"FA010135","2023-09-23","JL-1513016","DE010404"
"FA010136","2023-04-24","TS-21505113","DE010404"
"FA010137","2024-06-09","RH-1949531","DE010404"
"FA010138","2024-07-18","LW-7125110","DE010404"
"FA010139","2024-05-07","NC-1841593","DE010404"
"FA010140","2023-09-01","JE-571561","DE010404"
"FA010141","2023-03-02","BB-99089","DE010404"
"FA010142","2024-06-11","TG-21640139","DE010404"
"FA010143","2023-12-11","HM-14860130","DE010404"
"FA010144","2024-02-06","CS-124901408","DE010404"
"FA010145","2023-04-29","MA-1756037","DE010404"
"FA010146","2024-06-07","CM-1815129","DE010404"
"FA010147","2023-06-15","MT-178158","DE010404"
"FA010148","2023-01-12","CM-127158","DE010404"
"FA010149","2024-06-01","GA-145158","DE010404"
"FA010150","2023-08-29","PS-8760108","DE010404"
"FA010151","2023-06-13","MG-1787514","DE010404"
"FA010152","2023-04-06","SC-2026064","DE010404"
"FA010153","2024-07-23","TN-2104058","DE010404"
"FA010154","2024-02-07","BM-17853","DE010404"
"FA010155","2023-09-21","AJ-1078091","DE010404"
"FA010156","2023-06-26","DE-325586","DE010404"
"FA010157","2023-08-16","AR-54086","DE010404"
"FA010158","2023-10-29","IM-5070117","DE010404"
"FA010159","2024-05-02","AO-108107","DE010404"
"FA010160","2024-02-12","EM-406533","DE010404"
"FA010161","2023-03-26","GD-145901408","DE010404"
"FA010162","2024-02-18","MC-1759027","DE010404"
"FA010163","2024-01-31","RB-9435137","DE010404"
"FA010164","2023-12-09","SC-203057","DE010404"
"FA010165","2023-10-15","SG-10605136","DE010404"
"FA010166","2024-05-21","MO-780095","DE010404"
"FA010167","2024-01-20","RD-19660139","DE010404"
"FA010168","2023-05-01","AA-10315139","DE010404"
"FA010169","2024-05-22","GB-145751408","DE010404"
"FA010170","2023-05-13","EL-1373582","DE010404"
"FA010171","2023-09-12","LE-1681058","DE010404"
"FA010172","2024-05-18","BW-1120027","DE010404"
"FA010173","2023-07-07","PR-1888018","DE010404"
"FA010174","2023-05-01","CM-1271582","DE010404"
"FA010175","2023-10-01","BF-109757","DE010404"
"FA010176","2023-09-08","JR-57009","DE010404"
"FA010177","2023-05-03","MO-7800108","DE010404"
"FA010178","2023-02-02","KF-162851406","DE010404"
"FA010179","2023-02-08","EM-1382555","DE010404"
"FA010180","2024-06-12","JD-157907","DE010404"
"FA010181","2023-11-12","CC-1247582","DE010404"
"FA010182","2023-07-27","ZC-21910139","DE010404"
"FA010183","2023-01-01","TC-2098045","DE010404"
"FA010184","2023-05-05","CP-1234066","DE010404"
"FA010185","2023-07-20","JK-1612045","DE010404"
"FA010186","2023-09-06","BG-1103527","DE010404"
"FA010187","2024-03-06","SC-2072514","DE010404"
"FA010188","2024-06-28","IL-1510082","DE010404"
"FA010189","2024-03-03","BO-1142531","DE010404"
"FA010190","2023-12-02","VM-218357","DE010404"
"FA010191","2024-03-29","AG-1076536","DE010404"
"FA010192","2023-05-19","JK-157301408","DE010404"
"FA010193","2024-06-14","PB-191501408","DE010404"
"FA010194","2023-05-07","CM-124458","DE010404"
"FA010195","2024-07-01","EA-1403527","DE010404"
"FA010196","2023-03-02","GH-441060","DE010404"
"FA010197","2023-01-22","JH-15985130","DE010404"
"FA010198","2024-02-18","SZ-2003545","DE010404"
"FA010199","2023-05-02","TG-216401402","DE010404"
"FA010200","2023-08-16","DB-312023","DE010404"
"FA010201","2024-01-30","CP-12340120","DE010404"
"FA010202","2023-10-23","AR-82538","DE010404"
"FA010203","2023-05-15","MC-1757531","DE010404"
"FA010204","2024-01-23","QJ-192551408","DE010404"
"FA010205","2024-07-07","TM-2149048","DE010404"
"FA010206","2023-05-20","KD-166151406","DE010404"
"FA010207","2024-06-28","MF-825061","DE010404"
"FA010208","2023-05-06","LS-1720064","DE010404"
"FA010209","2023-10-11","AB-1006059","DE010404"
"FA010210","2023-05-03","KW-1657027","DE010404"
"FA010211","2023-03-21","JH-1591082","DE010404"
"FA010212","2023-09-22","MV-1819093","DE010404"
"FA010213","2023-05-16","AY-55561","DE010404"
"FA010214","2023-11-08","SC-205751406","DE010404"
"FA010215","2024-02-18","EH-400587","DE010404"
"FA010216","2024-01-15","EM-38252","DE010404"
"FA010217","2023-10-06","CJ-1201082","DE010404"
"FA010218","2023-08-03","AH-1007593","DE010404"
"FA010219","2023-11-26","JG-158051404","DE010404"
"FA010220","2023-06-21","PO-918060","DE010404"
"FA010221","2023-09-27","AS-22560","DE010404"
"FA010222","2024-04-02","SC-1026060","DE010404"
"FA010223","2023-08-11","AP-1072059","DE010404"
"FA010224","2024-01-11","AS-1004545","DE010404"
"FA010225","2023-09-14","FO-1430593","DE010404"
"FA010226","2023-04-13","CM-216038","DE010404"
"FA010227","2023-06-08","JD-1589539","DE010404"
"FA010228","2024-03-28","EM-139601404","DE010404"
"FA010229","2024-06-05","SS-2041037","DE010404"
"FA010230","2024-04-18","GT-1475564","DE010404"
"FA010231","2024-05-04","KB-624013","DE010404"
"FA010232","2024-05-25","CK-1259592","DE010404"
"FA010233","2024-01-22","RS-1976545","DE010404"
"FA010234","2023-05-16","CS-1225048","DE010404"
"FA010235","2024-01-19","RR-195251408","DE010404"
"FA010236","2024-01-29","JM-15265144","DE010404"
"FA010237","2023-04-04","KC-162551408","DE010404"
"FA010238","2023-11-27","KT-164657","DE010404"
"FA010239","2023-10-27","NC-8415137","DE010404"
"FA010240","2024-03-27","HM-14980102","DE010404"
"FA010241","2024-03-19","TH-2123564","DE010404"
"FA010242","2023-07-13","NW-1840027","DE010404"
"FA010243","2023-03-30","GM-45008","DE010404"
"FA010244","2023-07-29","AB-106001408","DE010404"
"FA010245","2023-11-08","MP-1796528","DE010404"
"FA010246","2023-11-09","MA-1799566","DE010404"
"FA010247","2023-09-07","LR-1703545","DE010404"
"FA010248","2023-01-21","BP-1123082","DE010404"
"FA010249","2023-09-16","LC-1714066","DE010404"
"FA010250","2024-03-05","KM-6660107","DE010404"
"FA010251","2023-12-24","SJ-2021582","DE010404"
"FA010252","2023-07-23","CA-1196527","DE010404"
"FA010253","2023-11-09","MV-1748545","DE010404"
"FA010254","2024-05-18","AH-106908","DE010404"
"FA010255","2023-10-12","CS-1186051","DE010404"
"FA010256","2023-06-27","RK-193001406","DE010404"
"FA010257","2023-03-11","MW-1822048","DE010404"
"FA010258","2023-08-19","JH-15820141","DE010404"
"FA010259","2023-10-20","EH-139451402","DE010404"
"FA010260","2023-01-06","GA-1451545","DE010404"
"FA010261","2023-09-23","RD-1972048","DE010404"
"FA010262","2023-08-17","JK-1612014","DE010404"
"FA010263","2023-12-19","RP-198551402","DE010404"
"FA010264","2024-04-01","VS-2182045","DE010404"
"FA010265","2023-08-18","MD-7350134","DE010404"
"FA010266","2023-09-22","CG-1204059","DE010404"
"FA010267","2023-01-02","JG-15160120","DE010404"
"FA010268","2024-06-04","BM-115751404","DE010404"
"FA010269","2024-03-21","AH-210134","DE010404"
"FA010270","2023-07-02","GH-4665107","DE010404"
"FA010271","2023-04-11","SS-2041036","DE010404"
"FA010272","2023-04-12","RD-1981018","DE010404"
"FA010273","2023-12-02","BD-162060","DE010404"
"FA010274","2023-11-08","AB-102557","DE010404"
"FA010275","2023-12-28","OT-1873090","DE010404"
"FA010276","2024-02-29","PK-1891093","DE010404"
"FA010277","2023-06-17","VG-218051408","DE010404"
"FA010278","2024-04-30","GA-1472527","DE010404"
"FA010279","2024-05-01","ML-1826518","DE010404"
"FA010280","2023-05-17","MG-768033","DE010404"
"FA010281","2023-06-12","RC-1982582","DE010404"
"FA010282","2024-07-10","AR-1034559","DE010404"
"FA010283","2023-04-23","DV-1346593","DE010404"
"FA010284","2024-06-28","SC-202601402","DE010404"
"FA010285","2024-03-08","KT-16465141","DE010404"
"FA010286","2024-06-23","JR-6210109","DE010404"
"FA010287","2024-06-08","JM-1619548","DE010404"
"FA010288","2023-05-30","BF-121595","DE010404"
"FA010289","2023-11-09","KL-6645134","DE010404"
"FA010290","2023-12-28","JD-5790138","DE010404"
"FA010291","2024-04-23","LA-167807","DE010404"
"FA010292","2023-01-16","BT-1153098","DE010404"
"FA010293","2023-06-22","GH-1448548","DE010404"
"FA010294","2024-02-08","SC-1038060","DE010404"
"FA010295","2024-06-30","VM-1183523","DE010404"
"FA010296","2023-10-04","AG-1033054","DE010404"
"FA010297","2023-12-06","CS-1246011","DE010404"
"FA010298","2023-01-03","AF-108858","DE010404"
"FA010299","2023-06-26","DV-1346558","DE010404"
"FA010300","2024-04-15","TS-213708","DE010404"
"FA010301","2024-03-16","TW-2102528","DE010404"
"FA010302","2023-08-27","LF-1718564","DE010404"
"FA010303","2023-09-26","BF-11215102","DE010404"
"FA010304","2023-07-01","BD-1560103","DE010404"
"FA010305","2024-03-16","LC-688529","DE010404"
"FA010306","2024-04-23","PF-1912048","DE010404"
"FA010307","2023-12-24","EH-400587","DE010404"
"FA010308","2023-10-28","RP-193907","DE010404"
"FA010309","2024-02-27","RH-1949518","DE010404"
"FA010310","2024-01-18","BM-1178592","DE010404"
"FA010311","2024-02-23","CK-2205145","DE010404"
"FA010312","2023-10-02","DF-313533","DE010404"
"FA010313","2023-08-03","FO-1430593","DE010404"
"FA010314","2024-01-04","BN-1151531","DE010404"
"FA010315","2023-08-23","CM-183095","DE010404"
"FA010316","2023-08-08","AH-106908","DE010404"
"FA010317","2024-06-16","BT-1144093","DE010404"
"FA010318","2023-08-14","AS-10090101","DE010404"
"FA010319","2023-01-21","FC-1424528","DE010404"
"FA010320","2023-02-04","MY-1829591","DE010404"
"FA010321","2023-08-21","CA-1231059","DE010404"
"FA010322","2023-11-12","RH-19600144","DE010404"
"FA010323","2023-02-08","Dp-132401406","DE010404"
"FA010324","2024-01-18","SS-2059098","DE010404"
"FA010325","2023-07-28","EB-393052","DE010404"
"FA010326","2023-02-01","HM-1486059","DE010404"
"FA010327","2023-04-19","NH-1861018","DE010404"
"FA010328","2023-05-17","RH-19495144","DE010404"
"FA010329","2023-09-26","CM-12715139","DE010404"
"FA010330","2023-12-24","DA-1345093","DE010404"
"FA010331","2023-01-25","GB-457583","DE010404"
"FA010332","2023-11-02","BD-1163558","DE010404"
"FA010333","2023-07-03","CS-118457","DE010404"
"FA010334","2023-11-22","JG-1580527","DE010404"
"FA010335","2023-12-13","BD-1162026","DE010404"
"FA010336","2023-03-31","SS-2041039","DE010404"
"FA010337","2023-10-01","AC-42022","DE010404"
"FA010338","2023-12-12","BD-1620110","DE010404"
"FA010339","2023-01-24","TS-212051","DE010404"
"FA010340","2024-02-18","SP-2062058","DE010404"
"FA010341","2023-01-27","AJ-78063","DE010404"
"FA010342","2024-03-23","JK-1520548","DE010404"
"FA010343","2023-03-23","AP-10720130","DE010404"
"FA010344","2023-03-02","BS-1136518","DE010404"
"FA010345","2023-07-27","FM-14380139","DE010404"
"FA010346","2023-11-17","CT-1199545","DE010404"
"FA010347","2023-02-17","CM-244563","DE010404"
"FA010348","2023-04-07","DV-304595","DE010404"
"FA010349","2024-04-03","DP-1300045","DE010404"
"FA010350","2023-05-11","CC-2145134","DE010404"
"FA010351","2023-06-29","TM-2101064","DE010404"
"FA010352","2023-06-22","SB-20290144","DE010404"
"FA010353","2023-10-24","JE-5475134","DE010404"
"FA010354","2023-08-22","JJ-15760139","DE010404"
"FA010355","2024-03-28","GK-1462027","DE010404"
"FA010356","2024-02-08","SC-200951402","DE010404"
"FA010357","2023-11-10","AH-1012039","DE010404"
"FA010358","2023-09-19","JD-1601548","DE010404"
"FA010359","2024-04-29","DJ-34209","DE010404"
"FA010360","2024-02-28","KB-16315139","DE010404"
"FA010361","2024-02-24","VG-2179096","DE010404"
"FA010362","2024-03-04","GB-457533","DE010404"
"FA010363","2023-10-03","MS-1771082","DE010404"
"FA010364","2024-07-15","DL-286560","DE010404"
"FA010365","2023-08-28","JB-1604548","DE010404"
"FA010366","2024-05-21","KM-1622527","DE010404"
"FA010367","2023-03-21","GA-145151406","DE010404"
"FA010368","2023-06-27","ME-1772527","DE010404"
"FA010369","2023-11-01","YC-218951402","DE010404"
"FA010370","2023-01-31","RM-1975093","DE010404"
"FA010371","2023-06-14","LL-1684058","DE010404"
"FA010372","2023-11-12","GP-4740134","DE010404"
"FA010373","2024-01-04","BM-1165036","DE010404"
"FA010374","2023-09-07","RW-196901404","DE010404"
"FA010375","2024-01-16","MH-1778536","DE010404"
"FA010376","2024-05-30","NC-183401402","DE010404"
"FA010377","2023-03-22","EJ-1415559","DE010404"
"FA010378","2024-03-27","LR-170357","DE010404"
"FA010379","2023-10-26","SU-2066555","DE010404"
"FA010380","2024-03-10","BF-1097559","DE010404"
"FA010381","2024-01-16","AH-1069093","DE010404"
"FA010382","2023-07-07","SW-1075560","DE010404"
"FA010383","2024-04-08","ND-18460143","DE010404"
"FA010384","2023-08-09","BD-1560108","DE010404"
"FA010385","2023-07-19","BG-1740134","DE010404"
"FA010386","2023-05-31","PB-1910528","DE010404"
"FA010387","2023-01-02","LS-169451402","DE010404"
"FA010388","2023-12-29","RE-9450107","DE010404"
"FA010389","2024-03-21","DK-1309098","DE010404"
"FA010390","2024-02-11","LW-1712545","DE010404"
"FA010391","2023-02-03","CP-123407","DE010404"
"FA010392","2023-01-21","GH-466577","DE010404"
"FA010393","2024-05-13","HM-14860139","DE010404"
"FA010394","2024-01-03","EN-1378082","DE010404"
"FA010395","2024-01-15","KD-164951402","DE010404"
"FA010396","2023-08-12","CM-1238559","DE010404"
"FA010397","2023-04-04","KC-1667544","DE010404"
"FA010398","2023-03-12","JD-158951408","DE010404"
"FA010399","2023-04-08","JM-155801406","DE010404"
"FA010400","2023-10-09","EK-1379558","DE010404"
"FA010401","2023-07-23","CC-122207","DE010404"
"FA010402","2023-07-29","GH-442533","DE010404"
"FA010403","2023-11-09","DK-1298536","DE010404"
"FA010404","2024-01-10","BK-1126018","DE010404"
"FA010405","2024-04-25","TS-216551402","DE010404"
"FA010406","2023-12-02","HJ-4875108","DE010404"
"FA010407","2023-10-14","KC-1654048","DE010404"
"FA010408","2024-06-11","CR-1282011","DE010404"
"FA010409","2024-04-27","BP-111851408","DE010404"
"FA010410","2023-01-28","CM-1271558","DE010404"
"FA010411","2023-12-11","RA-199457","DE010404"
"FA010412","2023-01-19","CK-276063","DE010404"
"FA010413","2024-01-11","CT-1199548","DE010404"
"FA010414","2023-10-24","MM-1792058","DE010404"
"FA010415","2024-02-02","AF-10870118","DE010404"
"FA010416","2023-12-14","SM-203201402","DE010404"
"FA010417","2023-02-26","CA-1205545","DE010404"
"FA010418","2023-05-24","JB-15400139","DE010404"
"FA010419","2023-10-26","JD-6060134","DE010404"
"FA010420","2023-06-12","PF-19120143","DE010404"
"FA010421","2024-04-16","TS-215051404","DE010404"
"FA010422","2023-02-13","MH-1744018","DE010404"
"FA010423","2023-11-05","EA-140351402","DE010404"
"FA010424","2023-05-14","EA-1403536","DE010404"
"FA010425","2024-06-08","MC-1759027","DE010404"
"FA010426","2024-02-11","NR-8550134","DE010404"
"FA010427","2023-06-18","SH-1997527","DE010404"
"FA010428","2023-10-08","JM-1558058","DE010404"
"FA010429","2023-03-21","LH-1715592","DE010404"
"FA010430","2024-06-13","ML-177557","DE010404"
"FA010431","2023-02-15","RA-192851402","DE010404"
"FA010432","2024-02-10","DK-283538","DE010404"
"FA010433","2024-06-02","RA-994538","DE010404"
"FA010434","2024-06-29","CC-126101402","DE010404"
"FA010435","2023-05-21","RW-195407","DE010404"
"FA010436","2024-04-30","MM-828013","DE010404"
"FA010437","2023-03-12","FM-1429065","DE010404"
"FA010438","2023-03-07","RD-95854","DE010404"
"FA010439","2023-10-04","RB-1957064","DE010404"
"FA010440","2023-09-15","JB-6045147","DE010404"
"FA010441","2024-06-12","DM-1352582","DE010404"
"FA010442","2023-10-10","GA-14725118","DE010404"
"FA010443","2023-12-31","CR-12820143","DE010404"
"FA010444","2023-06-07","SS-20410143","DE010404"
"FA010445","2024-01-05","TS-21655139","DE010404"
"FA010446","2023-07-01","MC-1727527","DE010404"
"FA010447","2024-05-01","BE-11455102","DE010404"
"FA010448","2024-03-21","LL-168407","DE010404"
"FA010449","2023-10-22","JC-538569","DE010404"
"FA010450","2023-07-30","NM-1852082","DE010404"
"FA010451","2023-07-10","CS-1240031","DE010404"
"FA010452","2023-09-04","TS-2137045","DE010404"
"FA010453","2024-07-15","PM-1913518","DE010404"
"FA010454","2023-09-16","JD-579019","DE010404"
"FA010455","2024-06-23","AJ-107801406","DE010404"
"FA010456","2024-04-09","BV-124560","DE010404"
"FA010457","2023-12-25","NW-18400139","DE010404"
"FA010458","2023-07-10","BT-114401402","DE010404"
"FA010459","2024-02-08","AY-1055511","DE010404"
"FA010460","2023-07-05","MN-1793548","DE010404"
"FA010461","2024-06-03","JE-1616528","DE010404"
"FA010462","2023-05-10","AR-345103","DE010404"
"FA010463","2023-10-16","JM-16195104","DE010404"
"FA010464","2024-07-23","TB-11400134","DE010404"
"FA010465","2024-02-04","PV-1898545","DE010404"
"FA010466","2023-04-28","PO-9195134","DE010404"
"FA010467","2023-12-31","CC-247523","DE010404"
"FA010468","2023-06-17","HA-149207","DE010404"
"FA010469","2023-02-24","BE-113351402","DE010404"
"FA010470","2023-04-09","JK-1609064","DE010404"
"FA010471","2023-05-09","VD-1167061","DE010404"
"FA010472","2024-05-25","GT-14710120","DE010404"
"FA010473","2023-05-31","RS-9420142","DE010404"
"FA010474","2023-05-03","KH-651094","DE010404"
"FA010475","2023-06-18","HJ-48754","DE010404"
"FA010476","2023-10-10","AM-1070559","DE010404"
"FA010477","2024-03-22","RF-197351404","DE010404"
"FA010478","2023-09-25","HG-484522","DE010404"
"FA010479","2023-04-24","EB-13705120","DE010404"
"FA010480","2023-10-02","CP-1234045","DE010404"
"FA010481","2023-04-22","RA-928595","DE010404"
"FA010482","2023-03-12","DM-130151406","DE010404"
"FA010483","2023-10-11","GA-145151406","DE010404"
"FA010484","2024-04-01","DA-345067","DE010404"
"FA010485","2024-04-28","MH-176207","DE010404"
"FA010486","2023-05-27","AJ-10945139","DE010404"
"FA010487","2024-01-31","HP-14815139","DE010404"
"FA010488","2024-01-08","JL-1585092","DE010404"
"FA010489","2024-07-10","RA-1928548","DE010404"
"FA010490","2024-06-24","MS-1798064","DE010404"
"FA010491","2023-08-11","SB-2018564","DE010404"
"FA010492","2024-06-23","BF-1121593","DE010404"
"FA010493","2023-01-14","MC-1760593","DE010404"
"FA010494","2023-03-30","AC-1066027","DE010404"
"FA010495","2023-07-03","SB-201851406","DE010404"
"FA010496","2023-06-15","SC-2044059","DE010404"
"FA010497","2023-11-20","AH-465134","DE010404"
"FA010498","2023-05-30","BM-1165031","DE010404"
"FA010499","2024-05-01","BE-11455139","DE010404"
"FA010500","2023-05-27","SJ-1021547","DE010404"
"FA010501","2023-10-06","KH-1636031","DE010404"
"FA010502","2023-05-19","BM-1165036","DE010404"
"FA010503","2023-05-05","SS-201401402","DE010404"
"FA010504","2023-02-24","CS-2355117","DE010404"
"FA010505","2024-07-22","AZ-107501404","DE010404"
"FA010506","2023-10-14","BS-1175527","DE010404"
"FA010507","2023-06-20","GM-1468082","DE010404"
"FA010508","2024-01-15","DM-13345143","DE010404"
"FA010509","2023-08-23","AS-1022545","DE010404"
"FA010510","2023-03-22","RB-19705101","DE010404"
"FA010511","2023-04-06","LW-169901404","DE010404"
"FA010512","2023-12-31","PH-879033","DE010404"
"FA010513","2024-04-29","DK-1289578","DE010404"
"FA010514","2023-07-27","BB-10990130","DE010404"
"FA010515","2023-01-05","SF-1020032","DE010404"
"FA010516","2023-07-31","YC-21895120","DE010404"
"FA010517","2024-05-04","MG-1769559","DE010404"
"FA010518","2023-07-14","TB-2152064","DE010404"
"FA010519","2024-04-06","PC-1874588","DE010404"
"FA010520","2023-12-03","JE-154751402","DE010404"
"FA010521","2023-08-24","BF-11215144","DE010404"
"FA010522","2023-07-19","JC-53404","DE010404"
"FA010523","2023-04-14","LT-1676527","DE010404"
"FA010524","2024-05-17","CH-1207027","DE010404"
"FA010525","2024-07-07","JB-600033","DE010404"
"FA010526","2023-12-09","JD-6060117","DE010404"
"FA010527","2024-03-10","MC-1810045","DE010404"
"FA010528","2023-09-20","CL-125651406","DE010404"
"FA010529","2023-08-21","EM-1414093","DE010404"
"FA010530","2024-05-21","SS-10410108","DE010404"
"FA010531","2023-02-21","CJ-1187527","DE010404"
"FA010532","2024-01-30","MM-1828031","DE010404"
"FA010533","2023-09-05","RK-1930018","DE010404"
"FA010534","2023-12-09","NP-1868545","DE010404"
"FA010535","2023-02-18","HF-149951404","DE010404"
"FA010536","2023-02-05","PS-18970118","DE010404"
"FA010537","2024-04-14","ND-846095","DE010404"
"FA010538","2023-03-26","DK-1322527","DE010404"
"FA010539","2024-04-27","BB-1099018","DE010404"
"FA010540","2024-07-19","TB-1105561","DE010404"
"FA010541","2024-03-21","NF-183851406","DE010404"
"FA010542","2023-08-24","AA-64595","DE010404"
"FA010543","2023-06-12","PF-9120108","DE010404"
"FA010544","2023-09-29","MM-18055120","DE010404"
"FA010545","2024-07-15","MP-18175118","DE010404"
"FA010546","2023-05-18","SS-10590131","DE010404"
"FA010547","2024-06-10","EB-1384045","DE010404"
"FA010548","2023-02-18","DP-3390137","DE010404"
"FA010549","2024-04-13","FM-143801404","DE010404"
"FA010550","2024-03-11","JG-158057","DE010404"
"FA010551","2023-05-03","BB-109901402","DE010404"
"FA010552","2023-12-22","BO-1135039","DE010404"
"FA010553","2023-06-19","SP-1092061","DE010404"
"FA010554","2023-01-01","NG-8430108","DE010404"
"FA010555","2023-07-02","EB-137501402","DE010404"
"FA010556","2023-03-29","PW-19030120","DE010404"
"FA010557","2023-06-25","MM-1726078","DE010404"
"FA010558","2024-05-27","AF-870129","DE010404"
"FA010559","2023-11-05","JM-16195120","DE010404"
"FA010560","2023-12-03","MH-1762031","DE010404"
"FA010561","2023-02-26","AA-315137","DE010404"
"FA010562","2023-03-21","CA-1226592","DE010404"
"FA010563","2024-07-07","MF-1825088","DE010404"
"FA010564","2023-06-25","GM-469538","DE010404"
"FA010565","2023-10-17","FH-4350117","DE010404"
"FA010566","2024-04-04","ZC-219101404","DE010404"
"FA010567","2023-01-30","AT-73586","DE010404"
"FA010568","2024-02-02","BE-1335103","DE010404"
"FA010569","2023-05-12","AT-107351404","DE010404"
"FA010570","2024-06-07","LS-1694598","DE010404"
"FA010571","2024-07-02","DB-13660139","DE010404"
"FA010572","2023-10-21","DK-309095","DE010404"
"FA010573","2024-03-19","LC-6930134","DE010404"
"FA010574","2024-02-08","ML-7755116","DE010404"
"FA010575","2023-08-20","KB-162408","DE010404"
"FA010576","2023-04-15","TB-11175129","DE010404"
"FA010577","2024-06-19","DL-1333018","DE010404"
"FA010578","2023-07-25","CJ-1187593","DE010404"
"FA010579","2023-11-24","FH-1435018","DE010404"
"FA010580","2023-07-10","RA-9945117","DE010404"
"FA010581","2024-04-14","GW-1460565","DE010404"
"FA010582","2023-11-02","YC-2189548","DE010404"
"FA010583","2023-10-22","SW-10755134","DE010404"
"FA010584","2024-04-07","HG-4965147","DE010404"
"FA010585","2023-11-04","GZ-1454531","DE010404"
"FA010586","2023-07-30","ML-1739559","DE010404"
