"ID_DEVIS","CD_PRESTATION","NB_QUANTITE","NB_PRIX_HT","NB_PRIX_TTC"
"DE007171","PS0065","19","3011","3011"
"DE008588","PS0005","18","1255","1255"
"DE010731","PS0178","11","2534","2660.7"
"DE002749","PS0194","14","4157","4572.7"
"DE000756","PS0058","20","3666","4399.2"
"DE010317","PS0174","8","1507","1582.35"
"DE005383","PS0117","16","4835","5802"
"DE001445","PS0144","6","613","613"
"DE010302","PS0062","13","2182","2291.1"
"DE006127","PS0144","3","613","613"
"DE006222","PS0081","10","3916","4307.6"
"DE003798","PS0095","9","3247","3247"
"DE004149","PS0173","2","4850","4850"
"DE005538","PS0032","12","1857","1949.85"
"DE000581","PS0059","8","4993","5242.65"
"DE008848","PS0110","17","2038","2241.8"
"DE008412","PS0066","14","2450","2450"
"DE006292","PS0133","14","1869","2242.8"
"DE006812","PS0019","18","4815","4815"
"DE000817","PS0006","1","2045","2249.5"
"DE006961","PS0165","2","862","905.1"
"DE009810","PS0067","2","1824","1915.2"
"DE000015","PS0175","11","2398","2877.6"
"DE009057","PS0191","9","1646","1728.3"
"DE000693","PS0133","8","1869","2242.8"
"DE000391","PS0015","4","4308","4738.8"
"DE008932","PS0180","12","2164","2272.2"
"DE003002","PS0194","18","4157","4572.7"
"DE005208","PS0047","1","1271","1334.55"
"DE001502","PS0113","14","1421","1421"
"DE009014","PS0069","5","873","960.3"
"DE006481","PS0133","3","1869","2242.8"
"DE006632","PS0098","18","3639","3820.95"
"DE006364","PS0194","8","4157","4572.7"
"DE006093","PS0065","15","3011","3011"
"DE001755","PS0119","13","831","914.1"
"DE004495","PS0175","12","2398","2877.6"
"DE001494","PS0007","14","2921","3213.1"
"DE010024","PS0194","7","4157","4572.7"
"DE000662","PS0159","12","1547","1624.35"
"DE001661","PS0183","7","4635","4635"
"DE009705","PS0196","1","3273","3927.6"
"DE010747","PS0149","7","1409","1409"
"DE010900","PS0102","18","1322","1388.1"
"DE000091","PS0111","4","3335","4002"
"DE009862","PS0024","16","4289","5146.8"
"DE001814","PS0082","8","4269","4695.9"
"DE001245","PS0081","6","3916","4307.6"
"DE001841","PS0029","2","4104","4309.2"
"DE000308","PS0016","12","4420","5304"
"DE003172","PS0045","17","3895","4674"
"DE010670","PS0039","6","737","773.85"
"DE009726","PS0049","15","2162","2378.2"
"DE002765","PS0166","17","2363","2481.15"
"DE008812","PS0043","17","1449","1521.45"
"DE003269","PS0061","15","1652","1817.2"
"DE010717","PS0152","3","1962","1962"
"DE009303","PS0036","4","3506","4207.2"
"DE006231","PS0081","8","3916","4307.6"
"DE007798","PS0131","7","4193","5031.6"
"DE008574","PS0052","12","3823","3823"
"DE009421","PS0045","14","3895","4674"
"DE003178","PS0142","10","1183","1242.15"
"DE000957","PS0121","15","4246","4458.3"
"DE007094","PS0051","9","1179","1414.8"
"DE006992","PS0038","8","3432","3432"
"DE007132","PS0105","6","2785","2924.25"
"DE003185","PS0105","10","2785","2924.25"
"DE001365","PS0131","2","4193","5031.6"
"DE008646","PS0167","11","2672","2805.6"
"DE008708","PS0016","14","4420","5304"
"DE001017","PS0178","7","2534","2660.7"
"DE000491","PS0006","4","2045","2249.5"
"DE000286","PS0084","13","1596","1675.8"
"DE004777","PS0034","3","2908","2908"
"DE002081","PS0020","15","4856","5341.6"
"DE004027","PS0028","14","2114","2114"
"DE003915","PS0072","9","4112","4523.2"
"DE003064","PS0121","5","4246","4458.3"
"DE007005","PS0139","17","3529","3705.45"
"DE000940","PS0176","11","1902","1902"
"DE008563","PS0138","15","2809","2949.45"
"DE001678","PS0159","5","1547","1624.35"
"DE000979","PS0074","15","1493","1493"
"DE000099","PS0012","18","3469","4162.8"
"DE009622","PS0009","10","1132","1358.4"
"DE003797","PS0058","11","3666","4399.2"
"DE007463","PS0187","4","3333","3499.65"
"DE000460","PS0047","20","1271","1334.55"
"DE009437","PS0090","11","2587","3104.4"
"DE002616","PS0009","15","1132","1358.4"
"DE001879","PS0098","5","3639","3820.95"
"DE004047","PS0090","5","2587","3104.4"
"DE002799","PS0046","6","4813","5775.6"
"DE010823","PS0075","7","3943","4140.15"
"DE009782","PS0113","6","1421","1421"
"DE004917","PS0126","4","4385","4385"
"DE010982","PS0186","9","3126","3438.6"
"DE000598","PS0016","6","4420","5304"
"DE002802","PS0111","2","3335","4002"
"DE004096","PS0126","17","4385","4385"
"DE003397","PS0187","8","3333","3499.65"
"DE000171","PS0180","15","2164","2272.2"
"DE000357","PS0154","9","699","699"
"DE010090","PS0055","9","3539","3539"
"DE004598","PS0141","8","3556","3733.8"
"DE006100","PS0036","13","3506","4207.2"
"DE004299","PS0150","5","3275","3438.75"
"DE005409","PS0085","9","871","914.55"
"DE004803","PS0093","3","2999","3148.95"
"DE005247","PS0198","15","3668","4401.6"
"DE008946","PS0139","18","3529","3705.45"
"DE004816","PS0180","8","2164","2272.2"
"DE000626","PS0177","18","1076","1076"
"DE001176","PS0147","20","1530","1530"
"DE010704","PS0097","17","3905","4686"
"DE009341","PS0015","7","4308","4738.8"
"DE010600","PS0050","7","2801","3361.2"
"DE009007","PS0121","10","4246","4458.3"
"DE003852","PS0066","8","2450","2450"
"DE001938","PS0093","9","2999","3148.95"
"DE004619","PS0012","18","3469","4162.8"
"DE004652","PS0021","14","1716","1801.8"
"DE001376","PS0197","11","3502","3852.2"
"DE007590","PS0135","14","3908","4689.6"
"DE009744","PS0071","15","1285","1349.25"
"DE008470","PS0120","14","4751","5701.2"
"DE006586","PS0146","6","1742","1742"
"DE008348","PS0109","20","924","924"
"DE001338","PS0149","4","1409","1409"
"DE009294","PS0133","5","1869","2242.8"
"DE002100","PS0119","20","831","914.1"
"DE002743","PS0117","1","4835","5802"
"DE004653","PS0103","14","1326","1458.6"
"DE005680","PS0112","15","2886","3463.2"
"DE005178","PS0160","15","1396","1535.6"
"DE005546","PS0018","20","4405","4845.5"
"DE010395","PS0085","19","871","914.55"
"DE004795","PS0167","5","2672","2805.6"
"DE005134","PS0198","3","3668","4401.6"
"DE004226","PS0046","3","4813","5775.6"
"DE003871","PS0151","3","4869","5355.9"
"DE003404","PS0187","18","3333","3499.65"
"DE008867","PS0173","4","4850","4850"
"DE000084","PS0100","8","1714","2056.8"
"DE007205","PS0016","15","4420","5304"
"DE002146","PS0105","18","2785","2924.25"
"DE007505","PS0168","18","2550","2677.5"
"DE003006","PS0016","18","4420","5304"
"DE008564","PS0158","6","4083","4083"
"DE003612","PS0023","5","3479","3479"
"DE001567","PS0132","11","3369","4042.8"
"DE007181","PS0034","2","2908","2908"
"DE008629","PS0050","19","2801","3361.2"
"DE002055","PS0111","2","3335","4002"
"DE001074","PS0018","11","4405","4845.5"
"DE010195","PS0008","11","2258","2258"
"DE001807","PS0094","5","2548","2802.8"
"DE010247","PS0030","2","3765","4141.5"
"DE002704","PS0019","7","4815","4815"
"DE004759","PS0102","16","1322","1388.1"
"DE010412","PS0044","20","894","983.4"
"DE010729","PS0003","7","710","852"
"DE000722","PS0136","14","3166","3482.6"
"DE007828","PS0188","3","1923","2307.6"
"DE009767","PS0002","16","1184","1302.4"
"DE007408","PS0177","13","1076","1076"
"DE008489","PS0160","16","1396","1535.6"
"DE010407","PS0071","7","1285","1349.25"
"DE002387","PS0186","1","3126","3438.6"
"DE000782","PS0174","18","1507","1582.35"
"DE006052","PS0074","3","1493","1493"
"DE003465","PS0001","3","2024","2125.2"
"DE005099","PS0113","19","1421","1421"
"DE009359","PS0084","6","1596","1675.8"
"DE005241","PS0162","4","2580","2838"
"DE003377","PS0047","16","1271","1334.55"
"DE002555","PS0196","6","3273","3927.6"
"DE004076","PS0058","18","3666","4399.2"
"DE005625","PS0026","13","2578","3093.6"
"DE007204","PS0083","6","4750","5700"
"DE010356","PS0092","13","1266","1266"
"DE001865","PS0051","13","1179","1414.8"
"DE003891","PS0050","15","2801","3361.2"
"DE007956","PS0133","6","1869","2242.8"
"DE003115","PS0179","13","3886","4274.6"
"DE004002","PS0183","19","4635","4635"
"DE000998","PS0057","5","2855","3140.5"
"DE001477","PS0183","17","4635","4635"
"DE003478","PS0145","13","2505","2755.5"
"DE005667","PS0142","11","1183","1242.15"
"DE010665","PS0050","3","2801","3361.2"
"DE005985","PS0127","17","3451","3796.1"
"DE010653","PS0070","15","1148","1148"
"DE010112","PS0115","10","4570","5027"
"DE003542","PS0015","6","4308","4738.8"
"DE002983","PS0174","9","1507","1582.35"
"DE003037","PS0060","19","2474","2968.8"
"DE010249","PS0144","19","613","613"
"DE004026","PS0011","18","4911","4911"
"DE001625","PS0063","12","1391","1669.2"
"DE010383","PS0055","16","3539","3539"
"DE008596","PS0178","20","2534","2660.7"
"DE002466","PS0018","5","4405","4845.5"
"DE001644","PS0032","10","1857","1949.85"
"DE005491","PS0045","17","3895","4674"
"DE007147","PS0126","13","4385","4385"
"DE005062","PS0042","13","3772","4526.4"
"DE003386","PS0036","9","3506","4207.2"
"DE007687","PS0004","10","4618","5541.6"
"DE001958","PS0062","18","2182","2291.1"
"DE002996","PS0120","8","4751","5701.2"
"DE003652","PS0052","5","3823","3823"
"DE004378","PS0095","11","3247","3247"
"DE002215","PS0141","1","3556","3733.8"
"DE000969","PS0026","1","2578","3093.6"
"DE003199","PS0022","1","3106","3106"
"DE004633","PS0052","14","3823","3823"
"DE007756","PS0110","16","2038","2241.8"
"DE007491","PS0189","3","1018","1018"
"DE001894","PS0112","7","2886","3463.2"
"DE007726","PS0038","20","3432","3432"
"DE002052","PS0072","4","4112","4523.2"
"DE003857","PS0037","20","4777","5015.85"
"DE009112","PS0174","18","1507","1582.35"
"DE001565","PS0006","10","2045","2249.5"
"DE006534","PS0133","9","1869","2242.8"
"DE008988","PS0114","16","3975","4372.5"
"DE006191","PS0192","1","3081","3389.1"
"DE010032","PS0194","18","4157","4572.7"
"DE001299","PS0085","1","871","914.55"
"DE002784","PS0019","4","4815","4815"
"DE001287","PS0068","20","638","638"
"DE007423","PS0184","14","1840","2208"
"DE007492","PS0010","10","4373","4591.65"
"DE009334","PS0073","1","1367","1435.35"
"DE004098","PS0125","17","1693","1777.65"
"DE001040","PS0157","10","596","596"
"DE001038","PS0015","19","4308","4738.8"
"DE003443","PS0178","9","2534","2660.7"
"DE009441","PS0083","3","4750","5700"
"DE002487","PS0016","2","4420","5304"
"DE005761","PS0084","17","1596","1675.8"
"DE009959","PS0057","2","2855","3140.5"
"DE010153","PS0113","3","1421","1421"
"DE010913","PS0033","15","1340","1340"
"DE004177","PS0107","11","2693","3231.6"
"DE008058","PS0008","19","2258","2258"
"DE010244","PS0145","18","2505","2755.5"
"DE008799","PS0048","18","2078","2493.6"
"DE006372","PS0109","3","924","924"
"DE002638","PS0126","5","4385","4385"
"DE003492","PS0025","7","4960","5208"
"DE008259","PS0100","8","1714","2056.8"
"DE007545","PS0093","19","2999","3148.95"
"DE008935","PS0062","4","2182","2291.1"
"DE008851","PS0003","2","710","852"
"DE007926","PS0019","15","4815","4815"
"DE000228","PS0091","2","4055","4460.5"
"DE002770","PS0067","5","1824","1915.2"
"DE009431","PS0082","15","4269","4695.9"
"DE000997","PS0124","13","2519","2519"
"DE007105","PS0148","12","3503","3678.15"
"DE009579","PS0107","1","2693","3231.6"
"DE002078","PS0175","11","2398","2877.6"
"DE009883","PS0145","8","2505","2755.5"
"DE004640","PS0192","14","3081","3389.1"
"DE010816","PS0073","20","1367","1435.35"
"DE004003","PS0070","2","1148","1148"
"DE001621","PS0013","20","3409","3409"
"DE007677","PS0196","15","3273","3927.6"
"DE007807","PS0046","10","4813","5775.6"
"DE006467","PS0087","3","2181","2181"
"DE008263","PS0113","2","1421","1421"
"DE002833","PS0087","16","2181","2181"
"DE007997","PS0011","8","4911","4911"
"DE001407","PS0095","12","3247","3247"
"DE006455","PS0032","1","1857","1949.85"
"DE010475","PS0116","11","4508","4958.8"
"DE000917","PS0037","14","4777","5015.85"
"DE006036","PS0089","9","3356","3356"
"DE008822","PS0083","1","4750","5700"
"DE007258","PS0113","11","1421","1421"
"DE010035","PS0025","7","4960","5208"
"DE002015","PS0073","16","1367","1435.35"
"DE001798","PS0158","5","4083","4083"
"DE007973","PS0150","3","3275","3438.75"
"DE005128","PS0052","2","3823","3823"
"DE004365","PS0006","8","2045","2249.5"
"DE000616","PS0029","15","4104","4309.2"
"DE001067","PS0145","1","2505","2755.5"
"DE010409","PS0147","2","1530","1530"
"DE008953","PS0057","4","2855","3140.5"
"DE009516","PS0009","8","1132","1358.4"
"DE000903","PS0159","9","1547","1624.35"
"DE006827","PS0124","1","2519","2519"
"DE002050","PS0065","13","3011","3011"
"DE005221","PS0016","10","4420","5304"
"DE009361","PS0062","15","2182","2291.1"
"DE006643","PS0088","7","1464","1610.4"
"DE003227","PS0197","3","3502","3852.2"
"DE003368","PS0114","5","3975","4372.5"
"DE007840","PS0096","18","2802","2942.1"
"DE003139","PS0101","7","4494","5392.8"
"DE004460","PS0004","11","4618","5541.6"
"DE009942","PS0043","19","1449","1521.45"
"DE000730","PS0168","19","2550","2677.5"
"DE001171","PS0190","3","822","863.1"
"DE004063","PS0145","14","2505","2755.5"
"DE005777","PS0028","1","2114","2114"
"DE003495","PS0033","8","1340","1340"
"DE002746","PS0079","8","1943","1943"
"DE001890","PS0012","4","3469","4162.8"
"DE002514","PS0156","10","1047","1151.7"
"DE007855","PS0053","12","1852","2037.2"
"DE004902","PS0074","6","1493","1493"
"DE001713","PS0120","18","4751","5701.2"
"DE008717","PS0097","19","3905","4686"
"DE010274","PS0147","16","1530","1530"
"DE004955","PS0081","6","3916","4307.6"
"DE005641","PS0071","17","1285","1349.25"
"DE003654","PS0102","19","1322","1388.1"
"DE000923","PS0092","18","1266","1266"
"DE008581","PS0150","13","3275","3438.75"
"DE007412","PS0073","4","1367","1435.35"
"DE009055","PS0003","5","710","852"
"DE010140","PS0054","20","798","877.8"
"DE001670","PS0097","4","3905","4686"
"DE000267","PS0033","7","1340","1340"
"DE010564","PS0069","5","873","960.3"
"DE004289","PS0174","17","1507","1582.35"
"DE003919","PS0176","19","1902","1902"
"DE006390","PS0153","10","4044","4448.4"
"DE008616","PS0056","1","3253","3578.3"
"DE001749","PS0026","16","2578","3093.6"
"DE003679","PS0018","4","4405","4845.5"
"DE001218","PS0119","11","831","914.1"
"DE005629","PS0174","14","1507","1582.35"
"DE006011","PS0094","4","2548","2802.8"
"DE005591","PS0033","14","1340","1340"
"DE001293","PS0160","19","1396","1535.6"
"DE009727","PS0012","12","3469","4162.8"
"DE001064","PS0092","16","1266","1266"
"DE001852","PS0010","5","4373","4591.65"
"DE003194","PS0170","19","3820","4202"
"DE005024","PS0131","2","4193","5031.6"
"DE010147","PS0160","16","1396","1535.6"
"DE000636","PS0178","20","2534","2660.7"
"DE001405","PS0183","7","4635","4635"
"DE006117","PS0010","5","4373","4591.65"
"DE001574","PS0096","16","2802","2942.1"
"DE002125","PS0168","9","2550","2677.5"
"DE008279","PS0049","10","2162","2378.2"
"DE001213","PS0135","4","3908","4689.6"
"DE003275","PS0100","18","1714","2056.8"
"DE005792","PS0021","18","1716","1801.8"
"DE009600","PS0101","15","4494","5392.8"
"DE000498","PS0151","17","4869","5355.9"
"DE001642","PS0138","9","2809","2949.45"
"DE005829","PS0004","7","4618","5541.6"
"DE007580","PS0166","8","2363","2481.15"
"DE002441","PS0100","3","1714","2056.8"
"DE000066","PS0116","4","4508","4958.8"
"DE004091","PS0081","2","3916","4307.6"
"DE005164","PS0018","2","4405","4845.5"
"DE002464","PS0021","1","1716","1801.8"
"DE002624","PS0117","11","4835","5802"
"DE002915","PS0146","1","1742","1742"
"DE003916","PS0019","7","4815","4815"
"DE001770","PS0019","13","4815","4815"
"DE009152","PS0133","9","1869","2242.8"
"DE004347","PS0187","9","3333","3499.65"
"DE002049","PS0043","5","1449","1521.45"
"DE000719","PS0016","12","4420","5304"
"DE007535","PS0100","8","1714","2056.8"
"DE002771","PS0073","11","1367","1435.35"
"DE006592","PS0045","18","3895","4674"
"DE006020","PS0027","15","1108","1329.6"
"DE008993","PS0141","15","3556","3733.8"
"DE003164","PS0052","4","3823","3823"
"DE002992","PS0056","11","3253","3578.3"
"DE002192","PS0098","2","3639","3820.95"
"DE007691","PS0098","5","3639","3820.95"
"DE000860","PS0136","7","3166","3482.6"
"DE006986","PS0184","5","1840","2208"
"DE003949","PS0085","19","871","914.55"
"DE009026","PS0172","4","583","583"
"DE009271","PS0015","13","4308","4738.8"
"DE008102","PS0186","13","3126","3438.6"
"DE008232","PS0127","14","3451","3796.1"
"DE007093","PS0059","11","4993","5242.65"
"DE002046","PS0112","20","2886","3463.2"
"DE006621","PS0145","14","2505","2755.5"
"DE004392","PS0107","3","2693","3231.6"
"DE007790","PS0104","9","3030","3636"
"DE002069","PS0057","4","2855","3140.5"
"DE010981","PS0092","11","1266","1266"
"DE003168","PS0031","2","3309","3474.45"
"DE005111","PS0064","11","2959","3254.9"
"DE008290","PS0104","12","3030","3636"
"DE007940","PS0141","14","3556","3733.8"
"DE001482","PS0134","12","2614","3136.8"
"DE009588","PS0038","14","3432","3432"
"DE005479","PS0042","9","3772","4526.4"
"DE006420","PS0117","16","4835","5802"
"DE000896","PS0174","8","1507","1582.35"
"DE005429","PS0118","19","3828","4210.8"
"DE000190","PS0012","14","3469","4162.8"
"DE004883","PS0018","18","4405","4845.5"
"DE003794","PS0087","2","2181","2181"
"DE006511","PS0032","2","1857","1949.85"
"DE005559","PS0077","17","4739","5212.9"
"DE005500","PS0031","2","3309","3474.45"
"DE002336","PS0147","7","1530","1530"
"DE005463","PS0188","14","1923","2307.6"
"DE006724","PS0148","1","3503","3678.15"
"DE010092","PS0101","4","4494","5392.8"
"DE007749","PS0086","18","4872","5846.4"
"DE002251","PS0052","2","3823","3823"
"DE007077","PS0138","12","2809","2949.45"
"DE009850","PS0128","10","1185","1244.25"
"DE001942","PS0136","4","3166","3482.6"
"DE007804","PS0047","16","1271","1334.55"
"DE002208","PS0144","16","613","613"
"DE008071","PS0130","15","2449","2693.9"
"DE005302","PS0040","16","1880","1974"
"DE002031","PS0110","20","2038","2241.8"
"DE004971","PS0157","3","596","596"
"DE000294","PS0006","2","2045","2249.5"
"DE006697","PS0038","7","3432","3432"
"DE001374","PS0096","7","2802","2942.1"
"DE008657","PS0065","3","3011","3011"
"DE003901","PS0070","3","1148","1148"
"DE001339","PS0136","9","3166","3482.6"
"DE003792","PS0027","12","1108","1329.6"
"DE003524","PS0085","4","871","914.55"
"DE005056","PS0013","3","3409","3409"
"DE001088","PS0047","7","1271","1334.55"
"DE002312","PS0131","10","4193","5031.6"
"DE004606","PS0078","13","3929","3929"
"DE007735","PS0130","1","2449","2693.9"
"DE001255","PS0012","19","3469","4162.8"
"DE006370","PS0001","14","2024","2125.2"
"DE001638","PS0039","17","737","773.85"
"DE009012","PS0107","11","2693","3231.6"
"DE007245","PS0135","7","3908","4689.6"
"DE000905","PS0073","18","1367","1435.35"
"DE006209","PS0098","10","3639","3820.95"
"DE010735","PS0021","7","1716","1801.8"
"DE005707","PS0056","2","3253","3578.3"
"DE007551","PS0048","20","2078","2493.6"
"DE003644","PS0067","14","1824","1915.2"
"DE003237","PS0143","19","4067","4473.7"
"DE003224","PS0144","18","613","613"
"DE003141","PS0169","15","2716","3259.2"
"DE011007","PS0075","11","3943","4140.15"
"DE004305","PS0132","8","3369","4042.8"
"DE005333","PS0114","6","3975","4372.5"
"DE007243","PS0154","10","699","699"
"DE001269","PS0115","13","4570","5027"
"DE002986","PS0168","3","2550","2677.5"
"DE008784","PS0017","20","3898","3898"
"DE010753","PS0107","2","2693","3231.6"
"DE009522","PS0183","20","4635","4635"
"DE009223","PS0179","1","3886","4274.6"
"DE008821","PS0134","1","2614","3136.8"
"DE000037","PS0008","14","2258","2258"
"DE000370","PS0066","3","2450","2450"
"DE005593","PS0108","13","2728","3000.8"
"DE004293","PS0062","18","2182","2291.1"
"DE009135","PS0075","5","3943","4140.15"
"DE000785","PS0017","13","3898","3898"
"DE009362","PS0002","11","1184","1302.4"
"DE003898","PS0183","11","4635","4635"
"DE002925","PS0031","19","3309","3474.45"
"DE006315","PS0067","10","1824","1915.2"
"DE002281","PS0057","18","2855","3140.5"
"DE000524","PS0156","5","1047","1151.7"
"DE000786","PS0118","11","3828","4210.8"
"DE002026","PS0120","12","4751","5701.2"
"DE004458","PS0070","4","1148","1148"
"DE002892","PS0082","13","4269","4695.9"
"DE010779","PS0176","3","1902","1902"
"DE010337","PS0094","14","2548","2802.8"
"DE003308","PS0164","3","1809","1809"
"DE007436","PS0075","5","3943","4140.15"
"DE010470","PS0033","15","1340","1340"
"DE009920","PS0049","8","2162","2378.2"
"DE003056","PS0107","4","2693","3231.6"
"DE008869","PS0085","19","871","914.55"
"DE009828","PS0116","18","4508","4958.8"
"DE007686","PS0111","14","3335","4002"
"DE000618","PS0008","18","2258","2258"
"DE000746","PS0020","12","4856","5341.6"
"DE008922","PS0144","20","613","613"
"DE008218","PS0065","16","3011","3011"
"DE000634","PS0129","14","548","575.4"
"DE006686","PS0168","20","2550","2677.5"
"DE007358","PS0104","1","3030","3636"
"DE005874","PS0173","11","4850","4850"
"DE007760","PS0068","7","638","638"
"DE000639","PS0042","7","3772","4526.4"
"DE001588","PS0166","5","2363","2481.15"
"DE006728","PS0005","9","1255","1255"
"DE004394","PS0057","14","2855","3140.5"
"DE006431","PS0033","3","1340","1340"
"DE004182","PS0016","7","4420","5304"
"DE010444","PS0168","6","2550","2677.5"
"DE005859","PS0014","9","3304","3469.2"
"DE006995","PS0184","1","1840","2208"
"DE010154","PS0086","5","4872","5846.4"
"DE002503","PS0002","11","1184","1302.4"
"DE002532","PS0103","13","1326","1458.6"
"DE005279","PS0013","14","3409","3409"
"DE001447","PS0101","18","4494","5392.8"
"DE000115","PS0158","17","4083","4083"
"DE009734","PS0009","18","1132","1358.4"
"DE009998","PS0097","10","3905","4686"
"DE006201","PS0190","2","822","863.1"
"DE007311","PS0175","10","2398","2877.6"
"DE006400","PS0132","9","3369","4042.8"
"DE000170","PS0015","7","4308","4738.8"
"DE009527","PS0038","19","3432","3432"
"DE000910","PS0184","10","1840","2208"
"DE005008","PS0031","18","3309","3474.45"
"DE010366","PS0138","6","2809","2949.45"
"DE006404","PS0047","8","1271","1334.55"
"DE008498","PS0135","8","3908","4689.6"
"DE006921","PS0088","12","1464","1610.4"
"DE006276","PS0066","16","2450","2450"
"DE001226","PS0023","4","3479","3479"
"DE002781","PS0088","9","1464","1610.4"
"DE004320","PS0149","17","1409","1409"
"DE005543","PS0179","7","3886","4274.6"
"DE004357","PS0072","14","4112","4523.2"
"DE006174","PS0115","1","4570","5027"
"DE005974","PS0104","10","3030","3636"
"DE008976","PS0150","18","3275","3438.75"
"DE001861","PS0021","3","1716","1801.8"
"DE007534","PS0175","19","2398","2877.6"
"DE008874","PS0121","8","4246","4458.3"
"DE006916","PS0154","3","699","699"
"DE000296","PS0064","3","2959","3254.9"
"DE006022","PS0145","12","2505","2755.5"
"DE003320","PS0181","7","1128","1353.6"
"DE004437","PS0158","19","4083","4083"
"DE008975","PS0193","15","4880","4880"
"DE004283","PS0054","9","798","877.8"
"DE007273","PS0109","5","924","924"
"DE007372","PS0154","5","699","699"
"DE004399","PS0041","1","830","871.5"
"DE008837","PS0137","16","2907","3052.35"
"DE007543","PS0051","2","1179","1414.8"
"DE006190","PS0075","5","3943","4140.15"
"DE000221","PS0055","9","3539","3539"
"DE002812","PS0068","14","638","638"
"DE005393","PS0134","16","2614","3136.8"
"DE004139","PS0063","20","1391","1669.2"
"DE007126","PS0037","13","4777","5015.85"
"DE000369","PS0134","14","2614","3136.8"
"DE005201","PS0071","5","1285","1349.25"
"DE007725","PS0088","12","1464","1610.4"
"DE004080","PS0100","13","1714","2056.8"
"DE005760","PS0086","7","4872","5846.4"
"DE003120","PS0021","20","1716","1801.8"
"DE005858","PS0019","17","4815","4815"
"DE000482","PS0141","13","3556","3733.8"
"DE001792","PS0194","18","4157","4572.7"
"DE002112","PS0038","18","3432","3432"
"DE001291","PS0044","8","894","983.4"
"DE004269","PS0056","13","3253","3578.3"
"DE000354","PS0108","2","2728","3000.8"
"DE007164","PS0051","11","1179","1414.8"
"DE003481","PS0085","11","871","914.55"
"DE006746","PS0149","16","1409","1409"
"DE009789","PS0075","19","3943","4140.15"
"DE001618","PS0123","16","2137","2564.4"
"DE001081","PS0072","16","4112","4523.2"
"DE001524","PS0046","11","4813","5775.6"
"DE005237","PS0004","4","4618","5541.6"
"DE002276","PS0103","5","1326","1458.6"
"DE001199","PS0194","8","4157","4572.7"
"DE010279","PS0026","8","2578","3093.6"
"DE009201","PS0022","7","3106","3106"
"DE003140","PS0107","18","2693","3231.6"
"DE000808","PS0163","12","1728","1728"
"DE000258","PS0132","17","3369","4042.8"
"DE003093","PS0171","8","1863","1956.15"
"DE008245","PS0029","18","4104","4309.2"
"DE004060","PS0166","1","2363","2481.15"
"DE000925","PS0066","17","2450","2450"
"DE000068","PS0074","6","1493","1493"
"DE009140","PS0073","2","1367","1435.35"
"DE007996","PS0071","1","1285","1349.25"
"DE003967","PS0046","14","4813","5775.6"
"DE007270","PS0177","15","1076","1076"
"DE002851","PS0122","16","1558","1635.9"
"DE009278","PS0070","10","1148","1148"
"DE002149","PS0149","10","1409","1409"
"DE008212","PS0013","1","3409","3409"
"DE008009","PS0012","19","3469","4162.8"
"DE007264","PS0046","2","4813","5775.6"
"DE009033","PS0183","4","4635","4635"
"DE003273","PS0083","4","4750","5700"
"DE008351","PS0083","9","4750","5700"
"DE003000","PS0031","11","3309","3474.45"
"DE003204","PS0176","19","1902","1902"
"DE004817","PS0176","10","1902","1902"
"DE009846","PS0128","16","1185","1244.25"
"DE001855","PS0072","15","4112","4523.2"
"DE010776","PS0020","10","4856","5341.6"
"DE002912","PS0133","17","1869","2242.8"
"DE009369","PS0004","3","4618","5541.6"
"DE008250","PS0196","18","3273","3927.6"
"DE009511","PS0022","11","3106","3106"
"DE002207","PS0140","1","4874","4874"
"DE008187","PS0030","20","3765","4141.5"
"DE001341","PS0071","13","1285","1349.25"
"DE000668","PS0098","19","3639","3820.95"
"DE000169","PS0200","6","2860","3146"
"DE010877","PS0178","9","2534","2660.7"
"DE003581","PS0060","16","2474","2968.8"
"DE004300","PS0182","10","4712","4947.6"
"DE010471","PS0150","18","3275","3438.75"
"DE008850","PS0149","16","1409","1409"
"DE010093","PS0136","11","3166","3482.6"
"DE006507","PS0021","17","1716","1801.8"
"DE006997","PS0188","18","1923","2307.6"
"DE010175","PS0112","19","2886","3463.2"
"DE001182","PS0151","16","4869","5355.9"
"DE001113","PS0141","17","3556","3733.8"
"DE000578","PS0041","9","830","871.5"
"DE004134","PS0051","1","1179","1414.8"
"DE002238","PS0111","16","3335","4002"
"DE009802","PS0078","19","3929","3929"
"DE008388","PS0025","1","4960","5208"
"DE004498","PS0081","6","3916","4307.6"
"DE003589","PS0085","18","871","914.55"
"DE000654","PS0072","6","4112","4523.2"
"DE003215","PS0198","17","3668","4401.6"
"DE010451","PS0108","18","2728","3000.8"
"DE000382","PS0006","19","2045","2249.5"
"DE007861","PS0087","14","2181","2181"
"DE006340","PS0012","16","3469","4162.8"
"DE002703","PS0084","7","1596","1675.8"
"DE004959","PS0015","19","4308","4738.8"
"DE002768","PS0161","3","2912","2912"
"DE009761","PS0190","3","822","863.1"
"DE004877","PS0058","16","3666","4399.2"
"DE002604","PS0014","8","3304","3469.2"
"DE005410","PS0025","5","4960","5208"
"DE010946","PS0055","3","3539","3539"
"DE001596","PS0170","3","3820","4202"
"DE004754","PS0146","9","1742","1742"
"DE002267","PS0145","8","2505","2755.5"
"DE008765","PS0056","10","3253","3578.3"
"DE001288","PS0080","9","2482","2482"
