"ID_DEVIS","DT_DEVIS","ID_CLIENT"
"DE006462","2023-01-24","LR-7035107"
"DE006463","2024-01-11","BE-11455120"
"DE006464","2023-06-20","TC-214751402"
"DE006465","2023-12-07","BE-1410110"
"DE006466","2024-04-21","JK-16090113"
"DE006467","2024-03-11","TB-2125018"
"DE006468","2023-02-28","ED-13885144"
"DE006469","2023-12-25","PO-18865102"
"DE006470","2023-06-02","SM-10950108"
"DE006471","2023-12-03","TS-2134055"
"DE006472","2023-12-17","KW-16570139"
"DE006473","2023-04-09","LC-1696055"
"DE006474","2023-10-11","CJ-120105"
"DE006475","2024-01-26","BW-1106564"
"DE006476","2023-11-21","EB-138401402"
"DE006477","2023-02-24","SR-207401406"
"DE006478","2023-04-11","PW-1924018"
"DE006479","2023-08-22","TP-215657"
"DE006480","2024-04-10","TB-113554"
"DE006481","2023-07-25","SW-20755113"
"DE006482","2023-01-16","MA-7560103"
"DE006483","2024-02-04","BO-142579"
"DE006484","2023-09-20","FC-433533"
"DE006485","2023-10-06","DW-358533"
"DE006486","2023-06-13","MO-7500117"
"DE006487","2024-01-19","EB-138407"
"DE006488","2024-05-29","HM-14860139"
"DE006489","2023-12-31","RW-9690129"
"DE006490","2023-01-04","RD-199307"
"DE006491","2023-09-25","MS-1798028"
"DE006492","2023-01-20","SC-1044038"
"DE006493","2024-01-15","TS-1137095"
"DE006494","2024-05-08","QJ-1925545"
"DE006495","2023-07-02","SB-10185108"
"DE006496","2024-01-01","JF-549047"
"DE006497","2023-01-24","AP-109151408"
"DE006498","2023-07-29","AW-84060"
"DE006499","2023-04-05","PM-191351406"
"DE006500","2024-05-29","SC-208001408"
"DE006501","2023-02-13","TB-2119018"
"DE006502","2023-12-24","MP-181751404"
"DE006503","2024-05-02","ME-1732092"
"DE006504","2023-09-05","TS-21340139"
"DE006505","2024-06-11","SB-201707"
"DE006506","2023-04-18","RP-9390110"
"DE006507","2024-04-30","SJ-10500108"
"DE006508","2024-02-01","BP-109595"
"DE006509","2024-06-30","JF-154901404"
"DE006510","2023-11-12","JW-160757"
"DE006511","2023-11-11","OT-1873082"
"DE006512","2023-09-08","TT-212651406"
"DE006513","2023-02-03","RC-1982545"
"DE006514","2023-05-29","TT-1126586"
"DE006515","2024-06-24","AJ-795137"
"DE006516","2023-10-07","WB-2185062"
"DE006517","2023-11-06","BM-165060"
"DE006518","2023-02-17","PF-1922545"
"DE006519","2023-04-10","KH-16330130"
"DE006520","2023-05-08","DL-129251404"
"DE006521","2024-01-26","TS-1108523"
"DE006522","2024-05-05","FH-14365102"
"DE006523","2023-07-03","RA-199157"
"DE006524","2023-04-21","KM-167201406"
"DE006525","2023-03-13","JK-6120111"
"DE006526","2023-09-27","IM-1505545"
"DE006527","2024-03-07","BG-110351402"
"DE006528","2024-01-09","JC-1610514"
"DE006529","2024-07-12","DO-1364582"
"DE006530","2023-04-01","DJ-88887148"
"DE006531","2023-09-02","JC-1577548"
"DE006532","2023-12-21","PB-915095"
"DE006533","2023-01-28","BT-1168078"
"DE006534","2024-07-23","JW-1607593"
"DE006535","2023-10-05","EH-3990146"
"DE006536","2023-02-18","NC-1862582"
"DE006537","2023-07-27","DB-306030"
"DE006538","2023-02-19","RS-194201408"
"DE006539","2024-06-19","NF-1859545"
"DE006540","2024-02-29","FM-143801402"
"DE006541","2023-11-30","SL-2015555"
"DE006542","2023-05-08","KB-162401406"
"DE006543","2023-09-15","BE-1133527"
"DE006544","2024-01-23","MB-808557"
"DE006545","2023-01-13","MF-1825091"
"DE006546","2023-03-12","KM-6375146"
"DE006547","2023-02-21","SR-2074045"
"DE006548","2024-06-30","TS-1161083"
"DE006549","2023-07-13","JJ-15445118"
"DE006550","2024-01-06","JP-1613545"
"DE006551","2024-01-24","BM-1575137"
"DE006552","2024-03-11","MC-1727592"
"DE006553","2024-06-30","CC-1267093"
"DE006554","2023-11-12","BT-1148559"
"DE006555","2023-05-07","PS-18760120"
"DE006556","2023-05-30","JG-1531045"
"DE006557","2023-01-21","RK-1930064"
"DE006558","2023-01-24","BW-111060"
"DE006559","2023-01-28","KC-16540132"
"DE006560","2023-08-11","YS-2188045"
"DE006561","2023-04-24","TS-21505113"
"DE006562","2024-02-11","MW-1823526"
"DE006563","2024-07-22","HR-477023"
"DE006564","2024-04-17","VT-2170064"
"DE006565","2024-04-06","CR-2820134"
"DE006566","2023-11-02","CM-1219082"
"DE006567","2024-06-11","SJ-20215118"
"DE006568","2024-03-19","GM-1444045"
"DE006569","2024-03-29","JG-1511527"
"DE006570","2023-04-24","BW-111023"
"DE006571","2023-02-18","DL-2865122"
"DE006572","2023-08-31","TH-11235108"
"DE006573","2023-11-25","KB-1624014"
"DE006574","2024-04-19","CR-1282027"
"DE006575","2023-11-01","SV-2081527"
"DE006576","2023-02-23","TP-21130118"
"DE006577","2023-07-25","CM-1265559"
"DE006578","2024-01-01","CB-1253545"
"DE006579","2023-03-17","EK-1379558"
"DE006580","2024-04-07","SP-2065028"
"DE006581","2024-01-22","MS-7830134"
"DE006582","2024-01-26","LT-1711082"
"DE006583","2023-06-15","OT-1873059"
"DE006584","2024-05-12","DK-315086"
"DE006585","2023-12-29","DK-1309036"
"DE006586","2023-07-12","RF-1934531"
"DE006587","2023-04-01","ML-739586"
"DE006588","2023-08-04","SS-2014098"
"DE006589","2024-05-13","NB-1865559"
"DE006590","2023-09-06","AS-10090117"
"DE006591","2023-11-09","VG-2180527"
"DE006592","2023-04-20","KB-163151402"
"DE006593","2023-12-11","TP-21130130"
"DE006594","2023-05-20","SA-10830134"
"DE006595","2023-05-07","MT-1807091"
"DE006596","2024-07-06","DL-128657"
"DE006597","2023-05-10","KC-162557"
"DE006598","2023-11-27","DV-304560"
"DE006599","2023-04-23","SN-207107"
"DE006600","2024-07-02","RD-196607"
"DE006601","2023-06-15","BT-116801402"
"DE006602","2023-02-10","FC-14335144"
"DE006603","2024-03-05","MJ-7740122"
"DE006604","2023-09-08","LW-1721527"
"DE006605","2023-02-06","FP-1432091"
"DE006606","2023-09-09","MH-17785139"
"DE006607","2023-06-09","MF-825061"
"DE006608","2024-01-12","MO-1750045"
"DE006609","2024-03-05","TB-2125031"
"DE006610","2024-03-07","DW-131957"
"DE006611","2024-03-23","RD-9810117"
"DE006612","2024-01-16","AW-1084064"
"DE006613","2023-05-29","CM-122351404"
"DE006614","2024-01-19","JG-15115124"
"DE006615","2024-07-09","DK-283561"
"DE006616","2023-06-19","ES-14080118"
"DE006617","2023-06-27","DB-13270101"
"DE006618","2024-02-02","SF-1096560"
"DE006619","2023-07-13","DO-13435144"
"DE006620","2024-02-03","DK-1322597"
"DE006621","2023-10-08","RO-1978082"
"DE006622","2023-07-28","JL-1583539"
"DE006623","2024-01-26","SD-20485102"
"DE006624","2024-05-30","LP-709586"
"DE006625","2023-06-11","TS-211608"
"DE006626","2024-03-08","LR-1691555"
"DE006627","2023-01-31","PF-19120124"
"DE006628","2024-02-03","RD-1966027"
"DE006629","2023-03-24","NC-1862511"
"DE006630","2024-04-19","BD-162019"
"DE006631","2024-04-20","EB-138701408"
"DE006632","2023-09-07","PW-19240139"
"DE006633","2023-05-21","TN-2104034"
"DE006634","2024-01-23","YC-2189559"
"DE006635","2024-07-17","CR-127307"
"DE006636","2024-02-05","GT-14710120"
"DE006637","2023-01-03","CS-213023"
"DE006638","2023-03-18","JM-1586597"
"DE006639","2024-01-01","GM-4440110"
"DE006640","2023-10-21","MH-1745511"
"DE006641","2024-07-19","AH-100305"
"DE006642","2024-04-24","CC-12610118"
"DE006643","2024-06-18","MS-173657"
"DE006644","2024-07-04","MC-1763518"
"DE006645","2024-06-28","TS-11340134"
"DE006646","2024-05-01","AJ-107801408"
"DE006647","2023-02-27","LH-169001402"
"DE006648","2023-01-19","MP-817574"
"DE006649","2023-09-20","SC-2030545"
"DE006650","2023-07-08","RM-1937548"
"DE006651","2023-09-20","BK-1126031"
"DE006652","2023-03-26","SS-205907"
"DE006653","2023-03-14","CK-12760130"
"DE006654","2024-01-16","KC-1625554"
"DE006655","2023-10-15","AS-100457"
"DE006656","2023-10-22","AH-10465102"
"DE006657","2023-07-05","EH-4005108"
"DE006658","2023-11-17","NP-187007"
"DE006659","2024-04-03","HR-148301408"
"DE006660","2024-05-24","JE-5745142"
"DE006661","2023-09-11","EJ-137201406"
"DE006662","2024-01-25","KB-1660051"
"DE006663","2023-06-30","PS-189701402"
"DE006664","2023-09-01","AR-108251406"
"DE006665","2023-10-14","SR-1042523"
"DE006666","2023-04-18","JK-1573045"
"DE006667","2023-09-27","DP-1300048"
"DE006668","2024-04-16","CS-123555"
"DE006669","2024-05-03","NP-186701404"
"DE006670","2023-06-26","OT-1873031"
"DE006671","2023-01-29","SS-20140143"
"DE006672","2023-07-27","JK-5205110"
"DE006673","2024-01-19","EB-370574"
"DE006674","2024-02-05","MT-1807064"
"DE006675","2023-01-06","JH-1618093"
"DE006676","2023-03-11","SH-10635108"
"DE006677","2024-06-01","AP-1091531"
"DE006678","2024-03-26","LT-167651404"
"DE006679","2023-04-19","EL-1373555"
"DE006680","2023-03-15","SV-2036555"
"DE006681","2023-07-22","AH-101201402"
"DE006682","2024-05-30","Dl-136001404"
"DE006683","2023-04-28","TT-212207"
"DE006684","2023-08-27","CM-12445102"
"DE006685","2023-10-20","BG-110357"
"DE006686","2024-03-28","EM-396095"
"DE006687","2023-08-09","SD-2048559"
"DE006688","2023-10-16","AB-1010545"
"DE006689","2024-07-22","KL-16645139"
"DE006690","2023-09-19","KB-1624028"
"DE006691","2024-05-17","AH-10585143"
"DE006692","2024-04-26","JE-1561048"
"DE006693","2023-11-19","RL-961568"
"DE006694","2023-10-25","DW-348033"
"DE006695","2024-05-20","TN-2104045"
"DE006696","2024-03-22","CD-228095"
"DE006697","2023-03-04","JK-156257"
"DE006698","2024-01-21","MG-176951406"
"DE006699","2023-03-22","LS-16945139"
"DE006700","2023-04-25","RF-1984027"
"DE006701","2024-07-13","SM-2000564"
"DE006702","2024-06-18","NC-183407"
"DE006703","2023-11-02","DK-309095"
"DE006704","2024-01-20","DR-1294064"
"DE006705","2023-11-04","Co-12640139"
"DE006706","2023-03-25","MS-1783051"
"DE006707","2024-06-12","AR-570110"
"DE006708","2023-09-12","IG-15085120"
"DE006709","2023-04-10","EB-13930130"
"DE006710","2023-06-01","JF-151901408"
"DE006711","2023-11-14","EL-1373531"
"DE006712","2023-09-26","JC-1610518"
"DE006713","2023-04-13","DF-131351404"
"DE006714","2023-06-28","IM-505560"
"DE006715","2023-09-01","KH-1636058"
"DE006716","2024-04-17","RP-192701404"
"DE006717","2024-01-14","MP-17470102"
"DE006718","2023-03-03","KL-6555108"
"DE006719","2024-03-29","TT-110703"
"DE006720","2024-02-29","JG-5310134"
"DE006721","2024-07-09","VB-2174597"
"DE006722","2023-02-18","CS-119507"
"DE006723","2023-10-07","DR-12940102"
"DE006724","2023-03-11","KB-165851404"
"DE006725","2023-01-26","FA-1423058"
"DE006726","2024-05-23","AA-64570"
"DE006727","2024-06-09","AM-1070545"
"DE006728","2023-11-12","MV-819060"
"DE006729","2023-07-31","JB-1600064"
"DE006730","2024-04-30","SW-2075531"
"DE006731","2023-04-29","EB-13930139"
"DE006732","2023-09-19","DK-1337536"
"DE006733","2023-04-09","TC-11295134"
"DE006734","2023-08-26","MY-18295102"
"DE006735","2024-05-16","PS-1904528"
"DE006736","2023-06-05","ML-804046"
"DE006737","2024-04-02","RF-1984014"
"DE006738","2024-05-22","RE-940560"
"DE006739","2024-04-27","AH-105851408"
"DE006740","2023-12-12","AW-1093027"
"DE006741","2023-04-05","CK-1259559"
"DE006742","2023-12-19","NP-1832593"
"DE006743","2024-01-17","MF-8250103"
"DE006744","2023-02-02","Dp-3240107"
"DE006745","2023-09-25","LO-17170102"
"DE006746","2024-06-21","RB-9705134"
"DE006747","2023-07-13","CL-2565134"
"DE006748","2024-05-07","VF-21715102"
"DE006749","2024-05-13","DD-1357018"
"DE006750","2023-04-21","VW-2177559"
"DE006751","2024-04-04","BP-105095"
"DE006752","2024-03-20","CK-12595124"
"DE006753","2024-07-08","RC-1996055"
"DE006754","2023-04-01","MA-756086"
"DE006755","2023-02-03","AT-43575"
"DE006756","2023-06-10","MB-17305125"
"DE006757","2023-06-15","DM-1295514"
"DE006758","2024-04-27","AJ-1094548"
"DE006759","2023-10-30","SC-20380124"
"DE006760","2023-03-11","NR-1855051"
"DE006761","2024-04-21","MH-8025134"
"DE006762","2023-02-15","BD-1560108"
"DE006763","2024-05-03","KH-1651082"
"DE006764","2023-09-12","SN-205601402"
"DE006765","2023-07-30","WB-218501406"
"DE006766","2023-05-26","NH-861023"
"DE006767","2024-06-07","JM-1565559"
"DE006768","2023-06-22","EB-1417093"
"DE006769","2024-06-20","GR-1456048"
"DE006770","2023-09-09","AC-1045058"
"DE006771","2023-01-08","PO-188501408"
"DE006772","2023-08-27","KA-1652527"
"DE006773","2024-04-26","RD-990095"
"DE006774","2023-02-27","DK-1322527"
"DE006775","2024-05-09","LD-16855132"
"DE006776","2024-03-06","PS-1876048"
"DE006777","2023-03-17","CS-1225064"
"DE006778","2023-01-12","JG-151607"
"DE006779","2024-06-27","SG-1089067"
"DE006780","2023-08-25","KC-1625578"
"DE006781","2024-02-22","HR-1483048"
"DE006782","2024-05-18","TA-2138548"
"DE006783","2023-11-01","HJ-487561"
"DE006784","2023-08-16","GM-146957"
"DE006785","2023-10-06","BW-1120059"
"DE006786","2023-01-08","JL-158501406"
"DE006787","2023-08-26","BD-172595"
"DE006788","2023-12-05","MV-1748591"
"DE006789","2023-04-04","MH-1762045"
"DE006790","2024-05-04","SG-2089093"
"DE006791","2023-05-16","JL-1550597"
"DE006792","2023-05-12","ON-1871545"
"DE006793","2023-03-20","HJ-4875117"
"DE006794","2024-05-19","JF-151901404"
"DE006795","2023-02-05","AW-1093059"
"DE006796","2023-07-15","SD-2048562"
"DE006797","2024-02-08","KC-1667564"
"DE006798","2023-04-04","DS-1303036"
"DE006799","2023-01-30","CA-277595"
"DE006800","2024-02-01","HR-148301408"
"DE006801","2023-12-05","MK-816061"
"DE006802","2024-03-01","MJ-1774045"
"DE006803","2023-07-06","NC-834023"
"DE006804","2023-07-17","DJ-3510137"
"DE006805","2023-12-01","KB-6315134"
"DE006806","2023-08-15","JF-1519059"
"DE006807","2023-02-09","MP-17470139"
"DE006808","2023-12-29","MC-7575134"
"DE006809","2023-10-28","AH-1058514"
"DE006810","2023-01-18","JJ-1544565"
"DE006811","2024-04-05","BT-130568"
"DE006812","2023-07-20","IG-150858"
"DE006813","2024-05-12","BD-1160593"
"DE006814","2023-10-27","GM-144401406"
"DE006815","2023-05-29","SB-20185139"
"DE006816","2024-05-01","EL-373595"
"DE006817","2024-06-14","SS-208755"
"DE006818","2023-03-05","FC-1433564"
"DE006819","2024-06-08","RW-1963058"
"DE006820","2024-02-18","TH-1110063"
"DE006821","2023-06-13","SB-2018548"
"DE006822","2024-01-06","AP-10720139"
"DE006823","2024-07-21","BS-1166562"
"DE006824","2023-10-27","RS-194201408"
"DE006825","2024-04-23","RH-9600103"
"DE006826","2024-02-08","CT-1199514"
"DE006827","2023-05-10","JP-546023"
"DE006828","2023-07-04","NW-8400134"
"DE006829","2024-01-09","LD-168551402"
"DE006830","2024-02-24","NC-1834031"
"DE006831","2024-06-07","MM-7260110"
"DE006832","2023-09-30","RD-199001404"
"DE006833","2024-01-09","FW-1439518"
"DE006834","2024-04-10","VM-1168522"
"DE006835","2023-06-21","EH-1412564"
"DE006836","2023-06-05","HZ-495095"
"DE006837","2023-10-17","GZ-4470134"
"DE006838","2024-06-11","BD-1635129"
"DE006839","2024-04-23","DF-13135139"
"DE006840","2023-12-17","MS-178301404"
"DE006841","2023-02-16","DB-3555122"
"DE006842","2023-12-12","JS-160301406"
"DE006843","2024-06-29","Dl-3600111"
"DE006844","2024-07-12","NM-8445110"
"DE006845","2023-05-28","AG-1067555"
"DE006846","2024-02-10","EB-3750142"
"DE006847","2023-06-03","KB-1658548"
"DE006848","2023-09-10","BO-113501404"
"DE006849","2024-03-10","TC-21535101"
"DE006850","2024-04-10","RD-958549"
"DE006851","2024-04-21","JL-1585051"
"DE006852","2024-02-18","SV-1093559"
"DE006853","2024-06-24","NG-835595"
"DE006854","2024-03-12","TP-2156548"
"DE006855","2023-03-16","MM-1726078"
"DE006856","2024-05-16","SC-1030595"
"DE006857","2024-03-01","Co-1264082"
"DE006858","2024-01-14","BS-1136539"
"DE006859","2023-11-25","DE-1325582"
"DE006860","2024-02-02","NC-1834048"
"DE006861","2023-03-13","KA-165251406"
"DE006862","2024-03-24","RK-1930048"
"DE006863","2023-01-06","SS-2087566"
"DE006864","2023-11-30","KH-165101402"
"DE006865","2023-03-31","BD-156022"
"DE006866","2024-02-03","LR-1703593"
"DE006867","2024-03-03","AO-10810118"
"DE006868","2024-02-09","JR-567032"
"DE006869","2024-01-21","PO-19180102"
"DE006870","2023-01-25","JR-621038"
"DE006871","2023-04-05","CM-1238562"
"DE006872","2023-09-01","TB-21520139"
"DE006873","2024-03-02","JA-5970108"
"DE006874","2023-04-21","LB-167351404"
"DE006875","2024-03-05","RH-194951402"
"DE006876","2023-11-17","MF-1766527"
"DE006877","2023-01-25","AW-109301406"
"DE006878","2023-02-10","MG-768087"
"DE006879","2024-01-05","JE-1616582"
"DE006880","2024-06-26","AA-1037592"
"DE006881","2023-11-06","EH-1412593"
"DE006882","2024-02-27","AC-104501402"
"DE006883","2023-11-16","AS-100457"
"DE006884","2024-06-29","HG-48454"
"DE006885","2023-10-27","CC-124751402"
"DE006886","2023-01-29","VP-1173060"
"DE006887","2023-07-31","RR-1952536"
"DE006888","2023-11-24","CL-25653"
"DE006889","2023-09-05","XP-11865137"
"DE006890","2024-05-27","LT-1676598"
"DE006891","2024-05-17","AG-49561"
"DE006892","2024-01-19","KF-162851408"
"DE006893","2024-03-04","VM-2168531"
"DE006894","2023-12-29","PW-1903051"
"DE006895","2023-03-13","HL-150407"
"DE006896","2024-05-17","AC-10420120"
"DE006897","2023-04-03","TP-215651402"
"DE006898","2023-06-12","AB-1522"
"DE006899","2024-01-11","BF-1275110"
"DE006900","2023-09-04","TS-21505125"
"DE006901","2023-09-17","MS-1798036"
"DE006902","2024-02-16","CC-214561"
"DE006903","2024-04-30","AC-61569"
"DE006904","2024-01-21","CC-2550108"
"DE006905","2024-02-09","BF-1102093"
"DE006906","2023-11-11","ML-1775593"
"DE006907","2023-12-03","RM-9750110"
"DE006908","2023-06-28","AS-1013548"
"DE006909","2024-03-23","BB-1099059"
"DE006910","2024-01-28","PF-91208"
"DE006911","2024-07-12","Dp-1324058"
"DE006912","2024-07-18","HA-1490582"
"DE006913","2024-04-29","TC-1114560"
"DE006914","2024-03-16","DC-132851404"
"DE006915","2023-11-02","SP-2092055"
"DE006916","2023-08-02","TH-2155027"
"DE006917","2024-05-02","LW-1712548"
"DE006918","2023-02-14","KW-1657018"
"DE006919","2023-08-22","TH-2123527"
"DE006920","2024-07-03","TS-2150592"
"DE006921","2023-08-20","CS-235560"
"DE006922","2023-05-02","PO-9180108"
"DE006923","2024-05-13","MM-182801402"
"DE006924","2024-01-30","JH-1582091"
"DE006925","2023-12-20","DS-1318093"
"DE006926","2024-01-31","JG-15805120"
"DE006927","2023-06-21","BS-1138026"
"DE006928","2023-01-16","FH-1436539"
"DE006929","2024-03-10","JH-1598539"
"DE006930","2023-04-04","JK-532538"
"DE006931","2024-06-29","LB-673587"
"DE006932","2024-01-24","SZ-200351404"
"DE006933","2023-07-25","BS-1175527"
"DE006934","2024-03-01","CC-1255036"
"DE006935","2023-03-22","MD-1786045"
"DE006936","2023-08-14","GZ-1447051"
"DE006937","2023-09-22","RF-1984055"
"DE006938","2023-10-16","CS-246038"
"DE006939","2024-04-29","FW-1439555"
"DE006940","2024-04-10","JE-5745134"
"DE006941","2024-05-21","MD-7350134"
"DE006942","2023-08-31","JM-152657"
"DE006943","2023-02-01","DG-13300120"
"DE006944","2023-10-01","KN-16450144"
"DE006945","2023-03-11","RS-942015"
"DE006946","2023-08-11","TS-2108545"
"DE006947","2023-11-14","HP-1481537"
"DE006948","2024-03-12","HP-148155"
"DE006949","2023-07-16","FC-4245137"
"DE006950","2023-04-11","TB-1128076"
"DE006951","2023-05-31","CT-1199518"
"DE006952","2023-06-28","VP-11730134"
"DE006953","2024-06-19","JS-1603027"
"DE006954","2023-01-07","LW-1699018"
"DE006955","2023-12-05","TZ-2144582"
"DE006956","2023-06-19","GH-144251408"
"DE006957","2024-05-03","JP-552057"
"DE006958","2023-01-20","RD-993095"
"DE006959","2023-09-21","LT-1711082"
"DE006960","2023-05-21","GD-145901404"
"DE006961","2024-02-13","AS-1009058"
"DE006962","2024-07-17","PP-1895555"
"DE006963","2023-08-12","MN-179351402"
"DE006964","2024-01-10","BF-1108045"
"DE006965","2023-11-08","PM-894060"
"DE006966","2023-01-28","AC-42022"
"DE006967","2024-01-25","SS-20140102"
"DE006968","2023-09-16","EN-1378045"
"DE006969","2023-10-27","PM-19135102"
"DE006970","2024-04-21","AA-31513"
"DE006971","2023-01-19","BT-114857"
"DE006972","2023-08-28","CA-19658"
"DE006973","2023-03-14","NF-1859527"
"DE006974","2024-05-20","BP-1105018"
"DE006975","2024-05-16","RA-994532"
"DE006976","2023-04-10","AH-104657"
"DE006977","2024-01-14","SS-20515139"
"DE006978","2024-02-24","IM-505586"
"DE006979","2023-11-08","CM-118157"
"DE006980","2023-05-11","TB-211901408"
"DE006981","2023-02-19","JB-1592536"
"DE006982","2024-03-05","JE-1561059"
"DE006983","2023-03-16","KM-163751408"
"DE006984","2023-06-07","LA-167807"
"DE006985","2024-03-31","RK-1930055"
"DE006986","2024-04-14","BS-180087"
"DE006987","2024-02-14","CB-1202545"
"DE006988","2023-04-07","GB-457583"
"DE006989","2023-01-25","HG-1502527"
"DE006990","2023-03-11","JJ-1544582"
"DE006991","2023-07-07","BM-111401404"
"DE006992","2024-02-24","CS-1184511"
"DE006993","2024-04-12","EH-137651406"
"DE006994","2023-12-30","RB-1979518"
"DE006995","2023-06-11","HA-492060"
"DE006996","2023-03-18","SH-1997528"
"DE006997","2023-01-21","PB-1921031"
"DE006998","2023-06-12","PH-1879066"
"DE006999","2024-06-13","MY-18295124"
"DE007000","2023-05-07","NK-184901404"
"DE007001","2024-01-28","LF-1718558"
"DE007002","2023-03-29","EJ-141551406"
"DE007003","2023-07-17","BS-1665111"
"DE007004","2024-07-12","JG-531032"
"DE007005","2023-04-09","CD-1192021"
"DE007006","2023-10-18","GT-463586"
"DE007007","2023-05-04","JD-6015103"
"DE007008","2023-05-21","BN-151560"
"DE007009","2023-06-18","RD-19660102"
"DE007010","2024-02-01","RB-1946536"
"DE007011","2024-07-14","MC-1813027"
"DE007012","2024-04-04","NP-1832591"
"DE007013","2024-07-02","BT-1153098"
"DE007014","2024-07-19","MS-177101408"
"DE007015","2024-06-08","JH-15820139"
"DE007016","2023-01-10","RH-195101406"
"DE007017","2024-04-22","RP-19855124"
"DE007018","2024-05-12","RH-1955551"
"DE007019","2023-11-11","TM-2101018"
"DE007020","2024-05-03","MC-1784527"
"DE007021","2023-01-05","TS-212057"
"DE007022","2023-11-26","TC-10980117"
"DE007023","2024-01-15","LO-717075"
"DE007024","2024-07-03","MM-1828031"
"DE007025","2023-09-05","MP-181751402"
"DE007026","2023-06-17","TP-2156591"
"DE007027","2023-08-08","PL-1892588"
"DE007028","2024-06-08","BS-175586"
"DE007029","2023-09-23","AS-630117"
"DE007030","2023-08-02","ML-1775518"
"DE007031","2023-09-12","ND-846069"
"DE007032","2023-01-01","MM-792049"
"DE007033","2024-04-28","DJ-351023"
"DE007034","2023-04-16","NR-185501404"
"DE007035","2023-07-26","AG-103301402"
"DE007036","2023-08-31","DK-337533"
"DE007037","2023-04-15","SV-209351406"
"DE007038","2023-05-02","MD-1735045"
"DE007039","2024-02-20","GM-1444036"
"DE007040","2023-06-19","Co-1264088"
"DE007041","2023-08-19","EB-1417082"
"DE007042","2023-09-22","VD-11670134"
"DE007043","2023-06-18","DR-288068"
"DE007044","2023-03-06","JK-537019"
"DE007045","2023-12-04","DE-325519"
"DE007046","2024-02-10","JH-591086"
"DE007047","2023-09-04","MT-1807048"
"DE007048","2023-11-12","EB-1384027"
"DE007049","2023-08-09","EH-1394531"
"DE007050","2024-06-09","BD-11770144"
"DE007051","2023-08-24","FH-143501404"
"DE007052","2023-03-07","BN-1147059"
"DE007053","2024-01-25","ZD-2192548"
"DE007054","2024-04-15","JK-1609093"
"DE007055","2024-05-09","JP-161351406"
"DE007056","2023-08-14","RD-972033"
"DE007057","2023-10-28","CJ-120101406"
"DE007058","2023-02-05","LD-1685539"
"DE007059","2023-06-09","HF-14995139"
"DE007060","2023-12-22","JG-153107"
"DE007061","2024-05-14","TM-210101406"
"DE007062","2023-04-30","AG-49589"
"DE007063","2023-09-13","CL-1189036"
"DE007064","2023-10-28","BD-1150058"
"DE007065","2023-01-23","MF-825086"
"DE007066","2023-01-20","MT-1807059"
"DE007067","2024-04-20","MP-17965102"
"DE007068","2024-02-24","CR-126251402"
"DE007069","2024-05-08","CM-11815120"
"DE007070","2023-07-10","TC-2129518"
"DE007071","2023-11-20","TB-2128031"
"DE007072","2023-07-16","JF-1556558"
"DE007073","2023-11-01","CA-12265139"
"DE007074","2023-03-10","TT-214601408"
"DE007075","2023-09-30","SH-206351404"
"DE007076","2023-04-20","TS-2143058"
"DE007077","2023-12-03","TA-2138527"
"DE007078","2023-03-15","DR-1294039"
"DE007079","2023-03-13","AT-104351406"
"DE007080","2024-03-06","AR-1040582"
"DE007081","2023-12-30","DW-1358593"
"DE007082","2023-08-04","DW-1319518"
"DE007083","2023-01-27","FA-1423091"
"DE007084","2023-01-01","LT-17110130"
"DE007085","2023-12-19","JH-598569"
"DE007086","2023-03-30","AB-102551404"
"DE007087","2023-05-18","DR-288095"
"DE007088","2024-07-21","TC-2153551"
"DE007089","2024-03-11","DD-357063"
"DE007090","2024-06-19","LS-1723078"
"DE007091","2024-02-24","MW-182201402"
"DE007092","2024-02-29","BW-1120058"
"DE007093","2024-04-28","SW-202751402"
"DE007094","2023-03-14","PB-921063"
"DE007095","2023-07-20","SC-206955"
"DE007096","2023-05-12","TB-2105582"
"DE007097","2024-02-15","RR-19525139"
"DE007098","2023-03-25","JH-1591059"
"DE007099","2024-07-15","MG-768060"
"DE007100","2024-06-26","CS-1195059"
"DE007101","2024-07-05","JD-157901404"
"DE007102","2023-03-28","AY-105551406"
"DE007103","2023-09-06","AC-1042082"
"DE007104","2023-03-31","MH-1729036"
"DE007105","2023-02-28","AD-1018058"
"DE007106","2023-03-30","TS-2150555"
"DE007107","2024-03-29","MT-178157"
"DE007108","2023-02-16","RF-1934566"
"DE007109","2023-09-14","ST-2053058"
"DE007110","2023-08-06","MC-1813051"
"DE007111","2024-03-31","TM-1101095"
"DE007112","2024-03-22","RL-1961564"
"DE007113","2023-01-01","TS-213701404"
"DE007114","2023-07-04","JB-1592527"
"DE007115","2023-03-21","RF-198401408"
"DE007116","2024-03-29","MG-820523"
"DE007117","2023-10-16","HG-1484539"
"DE007118","2024-03-27","CT-119951402"
"DE007119","2023-12-07","JB-5400117"
"DE007120","2023-09-27","KH-163301406"
"DE007121","2023-02-18","CK-1276082"
"DE007122","2023-09-13","ND-184607"
"DE007123","2023-07-20","NG-8355107"
"DE007124","2023-05-11","DV-130451406"
"DE007125","2023-08-12","EN-3780134"
"DE007126","2023-07-23","CD-1228044"
"DE007127","2023-01-07","TT-2126582"
"DE007128","2023-12-16","DM-1295531"
"DE007129","2023-03-26","EM-1381031"
"DE007130","2024-03-20","CH-2070134"
"DE007131","2023-01-29","JF-1535548"
