"ID_REGLEMENT","ID_FACTURE","NB_MONTANT_REGLEMENT"
"RGLT06095","FA018491","106801.2"
"RGLT06096","FA013895","205850.4"
"RGLT06097","FA012824","99505.35"
"RGLT06098","FA021002","117766.2"
"RGLT06099","FA000124","25539"
"RGLT06100","FA017226","2908"
"RGLT06101","FA022405","69522.2"
"RGLT06102","FA009551","108636"
"RGLT06103","FA011666","91677.6"
"RGLT06104","FA001338","54685.8"
"RGLT06105","FA007850","42084"
"RGLT06106","FA003303","44350.1"
"RGLT06107","FA010546","158761.8"
"RGLT06108","FA021321","19619.6"
"RGLT06109","FA015789","47273.85"
"RGLT06110","FA001472","2249.5"
"RGLT06111","FA022659","144139.8"
"RGLT06112","FA003537","4020"
"RGLT06113","FA022311","231323.4"
"RGLT06114","FA007487","8751.6"
"RGLT06115","FA004690","40472"
"RGLT06116","FA007560","21879"
"RGLT06117","FA022753","98240.4"
"RGLT06118","FA018446","57494.7"
"RGLT06119","FA020166","35189"
"RGLT06120","FA001225","84914.5"
"RGLT06121","FA009168","28488.6"
"RGLT06122","FA022557","113694.9"
"RGLT06123","FA011306","84132"
"RGLT06124","FA020913","20623.6"
"RGLT06125","FA015332","50923.5"
"RGLT06126","FA009195","47726"
"RGLT06127","FA006157","29535.6"
"RGLT06128","FA013582","40408.5"
"RGLT06129","FA021094","29700.3"
"RGLT06130","FA001044","15549.2"
"RGLT06131","FA023500","48401.7"
"RGLT06132","FA021158","42840"
"RGLT06133","FA024151","81138"
"RGLT06134","FA016315","21590"
"RGLT06135","FA002724","151365.5"
"RGLT06136","FA013410","16560.6"
"RGLT06137","FA008637","66014.55"
"RGLT06138","FA014060","133681.4"
"RGLT06139","FA024823","58499.1"
"RGLT06140","FA025442","122574.8"
"RGLT06141","FA000923","105919.5"
"RGLT06142","FA010192","84536.6"
"RGLT06143","FA020746","73915.8"
"RGLT06144","FA011852","77103.2"
"RGLT06145","FA003645","8695.05"
"RGLT06146","FA022396","102237.6"
"RGLT06147","FA008938","92589.6"
"RGLT06148","FA020097","38218.95"
"RGLT06149","FA013142","92443"
"RGLT06150","FA017521","15730"
"RGLT06151","FA000474","102201.7"
"RGLT06152","FA016906","9145.5"
"RGLT06153","FA004497","203068.4"
"RGLT06154","FA021277","9009"
"RGLT06155","FA020042","81464.4"
"RGLT06156","FA007485","33354"
"RGLT06157","FA016856","121776.3"
"RGLT06158","FA014309","158995.4"
"RGLT06159","FA022901","116482.05"
"RGLT06160","FA014890","138112.8"
"RGLT06161","FA003660","5701.2"
"RGLT06162","FA014861","8772.75"
"RGLT06163","FA009095","76802.7"
"RGLT06164","FA006658","19807.2"
"RGLT06165","FA010502","66484"
"RGLT06166","FA019520","46874.3"
"RGLT06167","FA014361","64130.7"
"RGLT06168","FA013552","112116"
"RGLT06169","FA002673","11022"
"RGLT06170","FA017993","41551.2"
"RGLT06171","FA020800","31197.6"
"RGLT06172","FA018266","77028"
"RGLT06173","FA012646","56529"
"RGLT06174","FA010690","42993.65"
"RGLT06175","FA012448","67120"
"RGLT06176","FA008997","165345.6"
"RGLT06177","FA023459","14586"
"RGLT06178","FA018674","25202.1"
"RGLT06179","FA012368","38594.4"
"RGLT06180","FA011932","76439.75"
"RGLT06181","FA011077","109617.2"
"RGLT06182","FA021122","83748.8"
"RGLT06183","FA015904","7767.9"
"RGLT06184","FA004651","51646.6"
"RGLT06185","FA004435","37465.2"
"RGLT06186","FA014074","4060.8"
"RGLT06187","FA002647","29922.2"
"RGLT06188","FA011995","75683.1"
"RGLT06189","FA016658","17596.8"
"RGLT06190","FA000238","65208"
"RGLT06191","FA008935","30141.3"
"RGLT06192","FA021633","20904"
"RGLT06193","FA012695","43884.3"
"RGLT06194","FA012780","56088.9"
"RGLT06195","FA005615","49036.8"
"RGLT06196","FA012681","48750.3"
"RGLT06197","FA002812","6774"
"RGLT06198","FA002804","25190"
"RGLT06199","FA005175","171687.2"
"RGLT06200","FA006285","21621.6"
"RGLT06201","FA017776","26310"
"RGLT06202","FA024217","50508"
"RGLT06203","FA019164","31194.6"
"RGLT06204","FA016152","37752"
"RGLT06205","FA018744","54417"
"RGLT06206","FA015730","80687.8"
"RGLT06207","FA016387","71762"
"RGLT06208","FA023591","32257.05"
"RGLT06209","FA003005","176429.7"
"RGLT06210","FA024962","83775.2"
"RGLT06211","FA005012","60482.85"
"RGLT06212","FA004291","169465"
"RGLT06213","FA006484","70137.6"
"RGLT06214","FA001264","29080"
"RGLT06215","FA007273","74195"
"RGLT06216","FA009194","165509"
"RGLT06217","FA017751","24726"
"RGLT06218","FA019455","34026.3"
"RGLT06219","FA009957","20024.25"
"RGLT06220","FA011325","137746.8"
"RGLT06221","FA020828","122518.2"
"RGLT06222","FA023516","71985.9"
"RGLT06223","FA010206","17491.05"
"RGLT06224","FA003369","14326.4"
"RGLT06225","FA022714","35684"
"RGLT06226","FA012480","116633"
"RGLT06227","FA012616","112476.4"
"RGLT06228","FA022360","20814"
"RGLT06229","FA023188","58943.5"
"RGLT06230","FA013169","71606.1"
"RGLT06231","FA003661","45822"
"RGLT06232","FA021607","81403.2"
"RGLT06233","FA024731","23688"
"RGLT06234","FA003437","3247"
"RGLT06235","FA021034","65615.4"
"RGLT06236","FA015580","2242.8"
"RGLT06237","FA018265","39741.6"
"RGLT06238","FA015782","52354.5"
"RGLT06239","FA019148","72132"
"RGLT06240","FA008351","121605"
"RGLT06241","FA005312","15261.75"
"RGLT06242","FA001251","162793.6"
"RGLT06243","FA020470","51796.8"
"RGLT06244","FA012920","26254.8"
"RGLT06245","FA008903","17374"
"RGLT06246","FA001073","43764"
"RGLT06247","FA017701","52078.4"
"RGLT06248","FA019960","40486.8"
"RGLT06249","FA013814","10227"
"RGLT06250","FA013617","23900.7"
"RGLT06251","FA014925","17420"
"RGLT06252","FA009358","5544"
"RGLT06253","FA005094","15047.55"
"RGLT06254","FA015665","24400"
"RGLT06255","FA010435","94124.4"
"RGLT06256","FA017464","64051.35"
"RGLT06257","FA012391","71847.6"
"RGLT06258","FA002311","160055.1"
"RGLT06259","FA006342","72810"
"RGLT06260","FA007382","29376"
"RGLT06261","FA010747","64684.8"
"RGLT06262","FA021869","131248.4"
"RGLT06263","FA020359","117009"
"RGLT06264","FA019864","77316.45"
"RGLT06265","FA018572","25973.25"
"RGLT06266","FA003313","88205.3"
"RGLT06267","FA021910","42904.4"
"RGLT06268","FA021106","4448.4"
"RGLT06269","FA017286","70635"
"RGLT06270","FA022618","35992"
"RGLT06271","FA022908","40293"
"RGLT06272","FA003944","78802.4"
"RGLT06273","FA010914","124382.5"
"RGLT06274","FA018527","50714.3"
"RGLT06275","FA003743","56588"
"RGLT06276","FA010973","10760"
"RGLT06277","FA019836","30695"
"RGLT06278","FA011446","87700"
"RGLT06279","FA021663","42108"
"RGLT06280","FA018778","12578.4"
"RGLT06281","FA004040","27585.2"
"RGLT06282","FA021012","8379"
"RGLT06283","FA003810","81202.4"
"RGLT06284","FA009427","54744.3"
"RGLT06285","FA025409","35666.4"
"RGLT06286","FA013597","7316.4"
"RGLT06287","FA012415","35298.9"
"RGLT06288","FA000813","106538.4"
"RGLT06289","FA020726","59505.6"
"RGLT06290","FA011236","19836.2"
"RGLT06291","FA022693","64759.5"
"RGLT06292","FA023987","41883.6"
"RGLT06293","FA003626","24120"
"RGLT06294","FA025031","70756.95"
"RGLT06295","FA000379","46948"
"RGLT06296","FA011548","65828.8"
"RGLT06297","FA010774","44629.2"
"RGLT06298","FA010947","69514.5"
"RGLT06299","FA003382","194622.45"
"RGLT06300","FA007827","43694.1"
"RGLT06301","FA007227","25578"
"RGLT06302","FA021027","125516.55"
"RGLT06303","FA008102","195111"
"RGLT06304","FA000969","57962.1"
"RGLT06305","FA000815","97972.5"
"RGLT06306","FA013722","237185.25"
"RGLT06307","FA012149","5263.2"
"RGLT06308","FA021397","29452.5"
"RGLT06309","FA016610","37273.5"
"RGLT06310","FA018284","14712.6"
"RGLT06311","FA021801","49142.4"
"RGLT06312","FA004693","122757.15"
"RGLT06313","FA003110","176466"
"RGLT06314","FA024308","26628"
"RGLT06315","FA003047","50691.2"
"RGLT06316","FA011184","107845.6"
"RGLT06317","FA002040","7042.2"
"RGLT06318","FA007098","42876"
"RGLT06319","FA004788","31710"
"RGLT06320","FA018177","28953"
"RGLT06321","FA023869","44562.45"
"RGLT06322","FA019771","84392.7"
"RGLT06323","FA014349","236408.7"
"RGLT06324","FA013706","30167"
"RGLT06325","FA022516","7738.5"
"RGLT06326","FA009425","2303.4"
"RGLT06327","FA005406","171463.5"
"RGLT06328","FA010728","221355.9"
"RGLT06329","FA009488","17824.5"
"RGLT06330","FA017252","212414.2"
"RGLT06331","FA022339","123098.7"
"RGLT06332","FA015219","121425.6"
"RGLT06333","FA024385","17934.4"
"RGLT06334","FA023215","74545"
"RGLT06335","FA010748","11721.6"
"RGLT06336","FA005240","55174.35"
"RGLT06337","FA009372","10794"
"RGLT06338","FA002146","6144.6"
"RGLT06339","FA003831","42878"
"RGLT06340","FA020081","3160.8"
"RGLT06341","FA016921","5405.4"
"RGLT06342","FA021931","14044.8"
"RGLT06343","FA000106","77602"
"RGLT06344","FA023933","71432.4"
"RGLT06345","FA001013","59324.4"
"RGLT06346","FA001398","23385.6"
"RGLT06347","FA003604","46959"
"RGLT06348","FA011286","13363.2"
"RGLT06349","FA005383","3340.8"
"RGLT06350","FA005624","2510"
"RGLT06351","FA004662","79502.2"
"RGLT06352","FA001716","13767.6"
"RGLT06353","FA019422","72041.5"
"RGLT06354","FA011098","131052.7"
"RGLT06355","FA010418","202986.35"
"RGLT06356","FA024367","102719.25"
"RGLT06357","FA006562","5318.4"
"RGLT06358","FA013152","129073.05"
"RGLT06359","FA001838","29244"
"RGLT06360","FA014245","98225.85"
"RGLT06361","FA014958","94954"
"RGLT06362","FA013017","26572.7"
"RGLT06363","FA023716","4113.6"
"RGLT06364","FA022625","97849.2"
"RGLT06365","FA024357","121270.2"
"RGLT06366","FA003218","118848.8"
"RGLT06367","FA013560","8052"
"RGLT06368","FA001597","175671.15"
"RGLT06369","FA000949","29544"
"RGLT06370","FA011144","14060.2"
"RGLT06371","FA009241","33302.4"
"RGLT06372","FA022951","4263"
"RGLT06373","FA019769","18045.3"
"RGLT06374","FA013625","85518"
"RGLT06375","FA011139","9779.4"
"RGLT06376","FA010941","49210.7"
"RGLT06377","FA018448","10854"
"RGLT06378","FA008492","34093.2"
"RGLT06379","FA004159","193181.6"
"RGLT06380","FA018732","120623.4"
"RGLT06381","FA006595","60249.8"
"RGLT06382","FA019355","12822"
"RGLT06383","FA001222","9715"
"RGLT06384","FA008916","64611"
"RGLT06385","FA022224","53949.5"
"RGLT06386","FA018184","24342.4"
"RGLT06387","FA025032","159441.95"
"RGLT06388","FA013788","32334"
"RGLT06389","FA019334","26584.2"
"RGLT06390","FA016869","14710.5"
"RGLT06391","FA024961","176556"
"RGLT06392","FA019719","135678.5"
"RGLT06393","FA008802","129511.8"
"RGLT06394","FA007599","116947.5"
"RGLT06395","FA010996","35082"
"RGLT06396","FA013958","29280"
"RGLT06397","FA025208","10061.6"
"RGLT06398","FA019264","4291"
"RGLT06399","FA018080","72651.15"
"RGLT06400","FA006566","141697.8"
"RGLT06401","FA014352","45790.8"
"RGLT06402","FA006076","216430.2"
"RGLT06403","FA003326","174862.3"
"RGLT06404","FA009474","15114"
"RGLT06405","FA004729","47789.6"
"RGLT06406","FA005177","91071.4"
"RGLT06407","FA006308","106807.05"
"RGLT06408","FA004284","58881.15"
"RGLT06409","FA020930","49605.6"
"RGLT06410","FA007056","111857.9"
"RGLT06411","FA017148","60940.8"
"RGLT06412","FA017345","117327.4"
"RGLT06413","FA001286","103012.8"
"RGLT06414","FA006075","187457.4"
"RGLT06415","FA006642","4911"
"RGLT06416","FA021013","96160"
"RGLT06417","FA007446","79622.55"
"RGLT06418","FA004350","48642.3"
"RGLT06419","FA013345","59990.4"
"RGLT06420","FA021971","57015.2"
"RGLT06421","FA010877","30936"
"RGLT06422","FA019851","4592"
"RGLT06423","FA018552","39976.3"
"RGLT06424","FA019654","9372"
"RGLT06425","FA024987","105044.6"
"RGLT06426","FA002668","44942.6"
"RGLT06427","FA005438","21806.4"
"RGLT06428","FA019438","69513.25"
"RGLT06429","FA014507","70922.2"
"RGLT06430","FA017989","12468"
"RGLT06431","FA019828","97965.7"
"RGLT06432","FA005165","5341.6"
"RGLT06433","FA011217","140630.45"
"RGLT06434","FA020275","23535.15"
"RGLT06435","FA004429","76878"
"RGLT06436","FA022050","169648.65"
"RGLT06437","FA017981","29591.5"
"RGLT06438","FA004970","53559"
"RGLT06439","FA001396","56076.3"
"RGLT06440","FA004809","114186.6"
"RGLT06441","FA014735","35717"
"RGLT06442","FA021764","25647.6"
"RGLT06443","FA024944","99100.2"
"RGLT06444","FA016769","14414.4"
"RGLT06445","FA005158","32863.6"
"RGLT06446","FA007523","73627.4"
"RGLT06447","FA003736","23337.6"
"RGLT06448","FA001280","94111.35"
"RGLT06449","FA004647","140504.7"
"RGLT06450","FA008899","119949.1"
"RGLT06451","FA006358","96321.6"
"RGLT06452","FA008952","12216"
"RGLT06453","FA024191","111864"
"RGLT06454","FA016426","86032.7"
"RGLT06455","FA017481","71955"
"RGLT06456","FA003413","81028"
"RGLT06457","FA016031","76052.9"
"RGLT06458","FA024760","32894.75"
"RGLT06459","FA003171","15792"
"RGLT06460","FA000784","74651"
"RGLT06461","FA014554","29010"
"RGLT06462","FA003505","182223.6"
"RGLT06463","FA014136","40357.2"
"RGLT06464","FA011298","1353.6"
"RGLT06465","FA019274","73590.4"
"RGLT06466","FA008768","41354.4"
"RGLT06467","FA023493","5541.6"
"RGLT06468","FA003908","12994.8"
"RGLT06469","FA012205","55347.4"
"RGLT06470","FA023422","51025"
"RGLT06471","FA018909","44465.4"
"RGLT06472","FA009027","40826.5"
"RGLT06473","FA009403","185405.05"
"RGLT06474","FA008961","15800.4"
"RGLT06475","FA009409","57669.15"
"RGLT06476","FA000864","38090.8"
"RGLT06477","FA017489","58020"
"RGLT06478","FA020920","26965.4"
"RGLT06479","FA013352","66369.6"
"RGLT06480","FA004461","38860"
"RGLT06481","FA000841","62333.55"
"RGLT06482","FA005427","28299.6"
"RGLT06483","FA024110","9009"
"RGLT06484","FA018198","19052.4"
"RGLT06485","FA004268","121086.8"
"RGLT06486","FA011835","28489.65"
"RGLT06487","FA001784","145021.8"
"RGLT06488","FA015253","161695.8"
"RGLT06489","FA024411","107546.3"
"RGLT06490","FA010940","71591.7"
"RGLT06491","FA016669","65735.2"
"RGLT06492","FA007706","58665.6"
"RGLT06493","FA010500","33207"
"RGLT06494","FA009301","28601.8"
"RGLT06495","FA021865","42053"
"RGLT06496","FA015031","64991"
"RGLT06497","FA007043","116628.1"
"RGLT06498","FA020309","25381"
"RGLT06499","FA015196","93369.6"
"RGLT06500","FA006258","236317"
"RGLT06501","FA015975","34522.8"
"RGLT06502","FA024641","4473.7"
"RGLT06503","FA009742","128924.55"
"RGLT06504","FA011392","24747.2"
"RGLT06505","FA024017","35266"
"RGLT06506","FA008122","26719.2"
"RGLT06507","FA012775","214816.4"
"RGLT06508","FA017151","207627.3"
"RGLT06509","FA023629","32399"
"RGLT06510","FA017674","53168"
"RGLT06511","FA003650","14025.8"
"RGLT06512","FA001854","57469.2"
"RGLT06513","FA008536","78552"
"RGLT06514","FA007646","26866.8"
"RGLT06515","FA003377","106224.8"
"RGLT06516","FA016085","27810.3"
"RGLT06517","FA015619","42025.5"
"RGLT06518","FA002965","16695"
"RGLT06519","FA012135","45646.4"
"RGLT06520","FA011817","10425.8"
"RGLT06521","FA006914","83563"
"RGLT06522","FA018219","9475.2"
"RGLT06523","FA021815","38040.6"
"RGLT06524","FA022332","37365"
"RGLT06525","FA012264","75553.2"
"RGLT06526","FA010486","35587.2"
"RGLT06527","FA009271","122421.5"
"RGLT06528","FA016747","11647"
"RGLT06529","FA003932","99128.4"
"RGLT06530","FA015742","66704.4"
"RGLT06531","FA022973","101039"
"RGLT06532","FA011747","41952"
"RGLT06533","FA020008","8148.8"
"RGLT06534","FA016908","3486"
"RGLT06535","FA015004","151388.4"
"RGLT06536","FA021996","9716.7"
"RGLT06537","FA018619","28168.8"
"RGLT06538","FA008371","95301.15"
"RGLT06539","FA024289","21761.25"
"RGLT06540","FA021133","44241.75"
"RGLT06541","FA002568","18876"
"RGLT06542","FA017174","36027.6"
"RGLT06543","FA004670","38456.85"
"RGLT06544","FA011506","3495"
"RGLT06545","FA013621","6512"
"RGLT06546","FA006823","43971.3"
"RGLT06547","FA024836","107118"
"RGLT06548","FA006561","37611.7"
"RGLT06549","FA019093","11451.3"
"RGLT06550","FA017065","20420.4"
"RGLT06551","FA007215","13944"
"RGLT06552","FA021912","30349.8"
"RGLT06553","FA018488","90276.6"
"RGLT06554","FA024562","21300.3"
"RGLT06555","FA016696","118464.3"
"RGLT06556","FA023592","33354"
"RGLT06557","FA018877","207463.55"
"RGLT06558","FA021130","16735.95"
"RGLT06559","FA014709","19856"
"RGLT06560","FA016084","96073.7"
"RGLT06561","FA002768","7977.6"
"RGLT06562","FA003278","14751"
"RGLT06563","FA000111","4479"
"RGLT06564","FA007204","106206.05"
"RGLT06565","FA021986","85490.7"
"RGLT06566","FA022916","35220.3"
"RGLT06567","FA005027","21234"
"RGLT06568","FA015593","99549.6"
"RGLT06569","FA018918","15547.35"
"RGLT06570","FA012782","26000.6"
"RGLT06571","FA022599","62054.4"
"RGLT06572","FA023025","45137.4"
"RGLT06573","FA013593","37054.4"
"RGLT06574","FA001388","40428.3"
"RGLT06575","FA014468","52978.6"
"RGLT06576","FA016087","75330.9"
"RGLT06577","FA015793","52129"
"RGLT06578","FA004679","34164.9"
"RGLT06579","FA023844","3898"
"RGLT06580","FA008902","16354.8"
"RGLT06581","FA022661","51187"
"RGLT06582","FA007920","145112.9"
"RGLT06583","FA011861","11370.45"
"RGLT06584","FA006391","12417.6"
"RGLT06585","FA010985","110238"
"RGLT06586","FA014844","115796.8"
"RGLT06587","FA014214","124869.7"
"RGLT06588","FA018801","111728.4"
"RGLT06589","FA008590","124074"
"RGLT06590","FA020841","20832"
"RGLT06591","FA023776","58279.2"
"RGLT06592","FA021406","8280.3"
"RGLT06593","FA007046","35497.1"
"RGLT06594","FA001497","48170.85"
"RGLT06595","FA024346","61812"
"RGLT06596","FA025381","51084"
"RGLT06597","FA015010","76554.65"
"RGLT06598","FA004601","91517.4"
"RGLT06599","FA017873","85442"
"RGLT06600","FA017963","22740.9"
"RGLT06601","FA019350","45884.85"
"RGLT06602","FA007675","30643.2"
"RGLT06603","FA021444","61536"
"RGLT06604","FA009341","107665.6"
"RGLT06605","FA015769","4304"
"RGLT06606","FA007169","32075.4"
"RGLT06607","FA020319","154242.95"
"RGLT06608","FA016756","83288.4"
"RGLT06609","FA003634","41549.4"
"RGLT06610","FA009365","6888"
"RGLT06611","FA011683","54849.7"
"RGLT06612","FA022376","126305.55"
"RGLT06613","FA003833","68721.1"
"RGLT06614","FA012692","12780"
"RGLT06615","FA013422","10650.15"
"RGLT06616","FA018169","62102.25"
"RGLT06617","FA008084","26874"
"RGLT06618","FA003895","47052"
"RGLT06619","FA009234","82057.85"
"RGLT06620","FA005292","171196.8"
"RGLT06621","FA015940","44616"
"RGLT06622","FA002901","82086.5"
"RGLT06623","FA005163","4483.6"
"RGLT06624","FA022694","32908.8"
"RGLT06625","FA022569","49787.85"
"RGLT06626","FA010853","96783.5"
"RGLT06627","FA005499","14127"
"RGLT06628","FA023909","6210.75"
"RGLT06629","FA003571","37080"
"RGLT06630","FA022629","10458"
"RGLT06631","FA017183","20094.9"
"RGLT06632","FA021017","89064"
"RGLT06633","FA008908","30388.6"
"RGLT06634","FA014215","74521.2"
"RGLT06635","FA023723","195565.5"
"RGLT06636","FA008377","154725.1"
"RGLT06637","FA006545","13936"
"RGLT06638","FA004567","1801.8"
"RGLT06639","FA008656","92709.6"
"RGLT06640","FA017277","53996.95"
"RGLT06641","FA004418","46578.4"
"RGLT06642","FA012292","3054"
"RGLT06643","FA002486","10296"
"RGLT06644","FA010671","131142"
"RGLT06645","FA005210","2659.2"
"RGLT06646","FA008624","62532.15"
"RGLT06647","FA023773","76000.05"
"RGLT06648","FA022014","60163"
"RGLT06649","FA012617","2152"
"RGLT06650","FA012191","42093.2"
"RGLT06651","FA002347","10063.2"
"RGLT06652","FA010872","198139.6"
"RGLT06653","FA002675","93542.4"
"RGLT06654","FA015810","51859"
"RGLT06655","FA021965","76684.2"
"RGLT06656","FA002026","75530"
"RGLT06657","FA015482","84109.2"
"RGLT06658","FA000408","166492.7"
"RGLT06659","FA017702","79228.8"
"RGLT06660","FA011487","258699.8"
"RGLT06661","FA003854","9603"
"RGLT06662","FA005508","97000"
"RGLT06663","FA010498","30948.75"
"RGLT06664","FA001850","40475.4"
"RGLT06665","FA019201","86284.8"
"RGLT06666","FA021693","101440.6"
"RGLT06667","FA010288","51463.65"
"RGLT06668","FA003776","92236.1"
"RGLT06669","FA015232","121955.45"
"RGLT06670","FA009407","81051.45"
"RGLT06671","FA013664","92826.6"
"RGLT06672","FA014967","21126.6"
"RGLT06673","FA015851","78539.7"
"RGLT06674","FA016670","9895.2"
"RGLT06675","FA009385","91819.9"
"RGLT06676","FA002151","231107.65"
"RGLT06677","FA003386","220566.9"
"RGLT06678","FA023521","19629"
"RGLT06679","FA015862","69234"
"RGLT06680","FA024724","14481.6"
"RGLT06681","FA021151","51177.8"
"RGLT06682","FA021845","2818"
"RGLT06683","FA023354","17193.75"
"RGLT06684","FA011267","45541.65"
"RGLT06685","FA022868","69551.6"
"RGLT06686","FA013391","40868.25"
"RGLT06687","FA006328","39511.3"
"RGLT06688","FA003322","41761"
"RGLT06689","FA008183","4081"
"RGLT06690","FA018696","4081"
"RGLT06691","FA018368","26301.6"
"RGLT06692","FA021407","125786.4"
"RGLT06693","FA007613","41083.6"
"RGLT06694","FA018326","38929"
"RGLT06695","FA008450","65218.6"
"RGLT06696","FA012967","130444.05"
"RGLT06697","FA013408","42072"
"RGLT06698","FA014463","15060"
"RGLT06699","FA020700","114134.1"
"RGLT06700","FA015735","12898.2"
"RGLT06701","FA006988","37752"
"RGLT06702","FA006840","57345"
"RGLT06703","FA016638","74859"
"RGLT06704","FA003202","96406.2"
"RGLT06705","FA011734","41263.2"
"RGLT06706","FA011386","19638"
"RGLT06707","FA017892","25776.4"
"RGLT06708","FA002410","136091.35"
"RGLT06709","FA001799","27168"
"RGLT06710","FA018557","26761"
"RGLT06711","FA010815","72340.5"
"RGLT06712","FA013745","5414.4"
"RGLT06713","FA013496","46599"
"RGLT06714","FA006028","14821.8"
"RGLT06715","FA001683","12628"
"RGLT06716","FA002681","4210.8"
"RGLT06717","FA021974","25383.6"
"RGLT06718","FA017466","29354"
"RGLT06719","FA021808","55117.3"
"RGLT06720","FA019573","114915.65"
"RGLT06721","FA015612","62416.2"
"RGLT06722","FA010473","148004.25"
"RGLT06723","FA021058","3726.45"
"RGLT06724","FA019440","134976"
"RGLT06725","FA022173","13381.5"
"RGLT06726","FA008087","2242.8"
"RGLT06727","FA004780","23254"
"RGLT06728","FA019286","17031.45"
"RGLT06729","FA000922","34026.4"
"RGLT06730","FA010386","85691.2"
"RGLT06731","FA017158","5592"
"RGLT06732","FA010888","108229.5"
"RGLT06733","FA000004","55569.8"
"RGLT06734","FA020172","162864.6"
"RGLT06735","FA005009","93480"
"RGLT06736","FA019878","55328"
"RGLT06737","FA007595","104183.55"
"RGLT06738","FA019287","178924.25"
"RGLT06739","FA009089","154643.1"
"RGLT06740","FA008819","18663.75"
"RGLT06741","FA002243","26690.4"
"RGLT06742","FA001004","77511.2"
"RGLT06743","FA000104","3656.4"
"RGLT06744","FA014734","73637.4"
"RGLT06745","FA002982","181367.7"
"RGLT06746","FA001288","39626.4"
"RGLT06747","FA022021","1493"
"RGLT06748","FA022886","169884.4"
"RGLT06749","FA000738","178460"
"RGLT06750","FA024254","225285.1"
"RGLT06751","FA005256","102361.2"
"RGLT06752","FA008919","13809.6"
"RGLT06753","FA011516","52630.2"
"RGLT06754","FA020942","37031.2"
"RGLT06755","FA014492","41598"
"RGLT06756","FA020108","184967.75"
"RGLT06757","FA020027","94575.45"
"RGLT06758","FA004711","90464"
"RGLT06759","FA008812","68921.6"
"RGLT06760","FA011264","41794.8"
"RGLT06761","FA017906","85965.55"
"RGLT06762","FA025448","9184"
"RGLT06763","FA022989","53946.45"
"RGLT06764","FA010860","13345.2"
"RGLT06765","FA019369","37261.35"
"RGLT06766","FA004764","54616.8"
"RGLT06767","FA004957","68590.5"
"RGLT06768","FA004564","85000.3"
"RGLT06769","FA024766","10785.6"
"RGLT06770","FA012432","32432.4"
"RGLT06771","FA022733","51187"
"RGLT06772","FA011738","51772.5"
"RGLT06773","FA004345","4620"
"RGLT06774","FA013856","104752.2"
"RGLT06775","FA019801","22993.2"
"RGLT06776","FA010083","62631.8"
"RGLT06777","FA006383","48740"
"RGLT06778","FA002756","52038"
"RGLT06779","FA015415","17606.4"
"RGLT06780","FA023639","254571.3"
"RGLT06781","FA017000","24227.5"
"RGLT06782","FA010069","112900.3"
"RGLT06783","FA000686","67592.8"
"RGLT06784","FA008392","21005.6"
"RGLT06785","FA000708","61481.5"
"RGLT06786","FA017378","61362"
"RGLT06787","FA020339","122117.8"
"RGLT06788","FA018644","35235.9"
"RGLT06789","FA001695","105733.5"
"RGLT06790","FA013940","89235.6"
"RGLT06791","FA004278","74523"
"RGLT06792","FA003428","79658.7"
"RGLT06793","FA009436","59721.8"
"RGLT06794","FA012136","56361.6"
"RGLT06795","FA015318","27302"
"RGLT06796","FA004854","55722.6"
"RGLT06797","FA017711","25326"
"RGLT06798","FA014797","143254"
"RGLT06799","FA023680","103283.4"
"RGLT06800","FA020383","21352.8"
"RGLT06801","FA006438","100737.2"
"RGLT06802","FA009672","65587.5"
"RGLT06803","FA015021","209403.8"
"RGLT06804","FA023547","58146"
"RGLT06805","FA015998","28626.4"
"RGLT06806","FA018623","77309.6"
"RGLT06807","FA011078","26301.6"
"RGLT06808","FA019445","29450.4"
"RGLT06809","FA013948","141153.6"
"RGLT06810","FA025117","147752.5"
"RGLT06811","FA021769","154237.5"
"RGLT06812","FA004896","25368"
"RGLT06813","FA008030","7858"
"RGLT06814","FA005044","13809.6"
"RGLT06815","FA001147","128977"
"RGLT06816","FA016297","73529.4"
"RGLT06817","FA017349","32802"
"RGLT06818","FA019298","51585.6"
"RGLT06819","FA024558","63938.4"
"RGLT06820","FA022318","9033"
"RGLT06821","FA007979","10315.8"
"RGLT06822","FA005702","50757.3"
"RGLT06823","FA024170","3351.6"
"RGLT06824","FA001181","77833.8"
"RGLT06825","FA009828","86328.2"
"RGLT06826","FA025419","317362.1"
"RGLT06827","FA019871","64532.9"
"RGLT06828","FA015141","11211.2"
"RGLT06829","FA006275","31213.3"
"RGLT06830","FA018485","240814.8"
"RGLT06831","FA011032","102321.6"
"RGLT06832","FA025045","24070"
"RGLT06833","FA014382","19113.6"
"RGLT06834","FA019097","48455"
"RGLT06835","FA014914","70877.1"
"RGLT06836","FA003012","23385.6"
"RGLT06837","FA021274","80761.8"
"RGLT06838","FA014125","86231.95"
"RGLT06839","FA014687","60102.1"
"RGLT06840","FA015814","13746.6"
"RGLT06841","FA004612","94004.4"
"RGLT06842","FA005691","55641.6"
"RGLT06843","FA024228","65155.6"
"RGLT06844","FA019953","77652"
"RGLT06845","FA007590","25635.75"
"RGLT06846","FA002412","138467.85"
"RGLT06847","FA009764","121339"
"RGLT06848","FA003586","97448"
"RGLT06849","FA014037","144100.3"
"RGLT06850","FA025159","10974.6"
"RGLT06851","FA009573","94341.2"
