"ID_FACTURE","CD_PRESTATION","NB_QUANTITE_FACTURE","NB_PRIX_HT","NB_PRIX_TTC"
"FA008552","PS0198","16","3668","4401.6"
"FA006514","PS0134","15","2614","3136.8"
"FA017242","PS0186","7","3126","3438.6"
"FA009459","PS0076","12","4709","4709"
"FA021755","PS0148","9","3503","3678.15"
"FA003833","PS0187","14","3333","3499.65"
"FA004192","PS0029","13","4104","4309.2"
"FA015745","PS0077","6","4739","5212.9"
"FA006495","PS0075","12","3943","4140.15"
"FA010147","PS0180","17","2164","2272.2"
"FA004781","PS0111","18","3335","4002"
"FA020019","PS0154","15","699","699"
"FA019492","PS0115","8","4570","5027"
"FA004191","PS0010","3","4373","4591.65"
"FA021840","PS0046","9","4813","5775.6"
"FA014396","PS0049","12","2162","2378.2"
"FA019432","PS0110","18","2038","2241.8"
"FA024586","PS0066","15","2450","2450"
"FA010782","PS0092","13","1266","1266"
"FA019516","PS0176","8","1902","1902"
"FA006131","PS0171","5","1863","1956.15"
"FA001277","PS0113","13","1421","1421"
"FA021573","PS0010","8","4373","4591.65"
"FA005776","PS0090","19","2587","3104.4"
"FA016343","PS0192","4","3081","3389.1"
"FA015242","PS0099","5","3071","3224.55"
"FA018730","PS0067","14","1824","1915.2"
"FA019581","PS0114","16","3975","4372.5"
"FA020450","PS0025","9","4960","5208"
"FA025429","PS0002","9","1184","1302.4"
"FA024889","PS0078","19","3929","3929"
"FA011396","PS0164","5","1809","1809"
"FA020958","PS0097","20","3905","4686"
"FA024528","PS0111","17","3335","4002"
"FA018488","PS0147","5","1530","1530"
"FA006912","PS0119","14","831","914.1"
"FA015082","PS0052","10","3823","3823"
"FA024640","PS0145","8","2505","2755.5"
"FA015464","PS0050","1","2801","3361.2"
"FA014112","PS0143","12","4067","4473.7"
"FA018048","PS0016","5","4420","5304"
"FA006372","PS0131","1","4193","5031.6"
"FA014743","PS0025","15","4960","5208"
"FA025470","PS0093","7","2999","3148.95"
"FA010966","PS0109","15","924","924"
"FA014546","PS0015","6","4308","4738.8"
"FA024577","PS0014","9","3304","3469.2"
"FA011047","PS0042","8","3772","4526.4"
"FA020391","PS0013","11","3409","3409"
"FA012017","PS0133","9","1869","2242.8"
"FA017739","PS0120","9","4751","5701.2"
"FA013431","PS0030","3","3765","4141.5"
"FA003720","PS0012","8","3469","4162.8"
"FA012810","PS0122","20","1558","1635.9"
"FA013615","PS0132","2","3369","4042.8"
"FA011874","PS0168","18","2550","2677.5"
"FA022685","PS0082","12","4269","4695.9"
"FA025015","PS0137","11","2907","3052.35"
"FA009579","PS0188","18","1923","2307.6"
"FA014775","PS0146","19","1742","1742"
"FA023469","PS0097","14","3905","4686"
"FA017173","PS0142","2","1183","1242.15"
"FA013684","PS0196","16","3273","3927.6"
"FA014779","PS0043","14","1449","1521.45"
"FA004242","PS0086","15","4872","5846.4"
"FA014542","PS0113","13","1421","1421"
"FA003073","PS0050","4","2801","3361.2"
"FA018043","PS0017","10","3898","3898"
"FA011631","PS0082","5","4269","4695.9"
"FA016595","PS0189","9","1018","1018"
"FA003481","PS0194","19","4157","4572.7"
"FA012833","PS0009","17","1132","1358.4"
"FA015192","PS0063","7","1391","1669.2"
"FA012925","PS0163","8","1728","1728"
"FA022615","PS0059","8","4993","5242.65"
"FA013428","PS0070","2","1148","1148"
"FA007279","PS0104","9","3030","3636"
"FA025430","PS0080","7","2482","2482"
"FA014563","PS0130","17","2449","2693.9"
"FA018748","PS0172","16","583","583"
"FA021575","PS0047","5","1271","1334.55"
"FA011272","PS0013","11","3409","3409"
"FA007125","PS0150","7","3275","3438.75"
"FA007481","PS0147","1","1530","1530"
"FA012986","PS0063","14","1391","1669.2"
"FA024671","PS0131","13","4193","5031.6"
"FA015106","PS0056","10","3253","3578.3"
"FA020924","PS0023","3","3479","3479"
"FA006473","PS0091","2","4055","4460.5"
"FA005340","PS0045","2","3895","4674"
"FA013807","PS0006","5","2045","2249.5"
"FA014940","PS0119","1","831","914.1"
"FA011539","PS0048","5","2078","2493.6"
"FA006937","PS0176","11","1902","1902"
"FA010336","PS0035","4","3653","4383.6"
"FA011880","PS0164","9","1809","1809"
"FA011585","PS0042","3","3772","4526.4"
"FA006669","PS0196","20","3273","3927.6"
"FA016647","PS0045","9","3895","4674"
"FA005355","PS0014","12","3304","3469.2"
"FA017645","PS0043","10","1449","1521.45"
"FA006213","PS0028","10","2114","2114"
"FA024791","PS0034","3","2908","2908"
"FA020207","PS0176","14","1902","1902"
"FA019333","PS0184","1","1840","2208"
"FA018594","PS0095","7","3247","3247"
"FA020640","PS0106","3","2784","3340.8"
"FA009308","PS0010","17","4373","4591.65"
"FA001965","PS0082","1","4269","4695.9"
"FA024853","PS0160","15","1396","1535.6"
"FA017876","PS0082","5","4269","4695.9"
"FA016446","PS0086","14","4872","5846.4"
"FA006150","PS0001","15","2024","2125.2"
"FA021053","PS0160","11","1396","1535.6"
"FA008170","PS0102","17","1322","1388.1"
"FA011777","PS0032","9","1857","1949.85"
"FA012384","PS0016","13","4420","5304"
"FA005386","PS0187","12","3333","3499.65"
"FA009530","PS0174","14","1507","1582.35"
"FA005019","PS0176","12","1902","1902"
"FA004438","PS0040","11","1880","1974"
"FA017044","PS0139","5","3529","3705.45"
"FA020897","PS0168","12","2550","2677.5"
"FA001556","PS0051","18","1179","1414.8"
"FA008870","PS0162","17","2580","2838"
"FA014194","PS0036","7","3506","4207.2"
"FA016768","PS0182","7","4712","4947.6"
"FA010835","PS0097","13","3905","4686"
"FA023488","PS0174","4","1507","1582.35"
"FA007072","PS0041","8","830","871.5"
"FA006603","PS0060","18","2474","2968.8"
"FA011084","PS0170","20","3820","4202"
"FA008858","PS0091","1","4055","4460.5"
"FA011612","PS0124","15","2519","2519"
"FA018142","PS0029","18","4104","4309.2"
"FA005796","PS0156","10","1047","1151.7"
"FA025413","PS0121","13","4246","4458.3"
"FA019931","PS0128","10","1185","1244.25"
"FA022643","PS0188","7","1923","2307.6"
"FA014225","PS0051","3","1179","1414.8"
"FA023477","PS0160","15","1396","1535.6"
"FA011534","PS0030","20","3765","4141.5"
"FA018034","PS0191","2","1646","1728.3"
"FA004320","PS0120","6","4751","5701.2"
"FA013034","PS0112","13","2886","3463.2"
"FA019147","PS0073","4","1367","1435.35"
"FA011979","PS0180","15","2164","2272.2"
"FA005322","PS0141","2","3556","3733.8"
"FA006136","PS0148","1","3503","3678.15"
"FA020266","PS0072","15","4112","4523.2"
"FA012139","PS0168","17","2550","2677.5"
"FA012954","PS0154","15","699","699"
"FA016355","PS0124","3","2519","2519"
"FA017474","PS0167","5","2672","2805.6"
"FA006033","PS0147","16","1530","1530"
"FA012189","PS0129","6","548","575.4"
"FA011271","PS0068","1","638","638"
"FA013503","PS0066","4","2450","2450"
"FA010950","PS0023","17","3479","3479"
"FA013766","PS0064","17","2959","3254.9"
"FA004597","PS0133","10","1869","2242.8"
"FA013777","PS0183","10","4635","4635"
"FA002540","PS0111","4","3335","4002"
"FA001666","PS0023","18","3479","3479"
"FA014242","PS0157","8","596","596"
"FA012561","PS0028","20","2114","2114"
"FA004640","PS0102","11","1322","1388.1"
"FA004779","PS0200","10","2860","3146"
"FA009795","PS0147","11","1530","1530"
"FA020508","PS0070","3","1148","1148"
"FA009116","PS0004","5","4618","5541.6"
"FA019723","PS0022","2","3106","3106"
"FA016048","PS0121","1","4246","4458.3"
"FA015462","PS0197","5","3502","3852.2"
"FA016838","PS0110","8","2038","2241.8"
"FA000894","PS0194","6","4157","4572.7"
"FA002830","PS0097","12","3905","4686"
"FA019154","PS0176","10","1902","1902"
"FA006199","PS0138","9","2809","2949.45"
"FA013216","PS0043","13","1449","1521.45"
"FA006645","PS0020","3","4856","5341.6"
"FA012476","PS0197","18","3502","3852.2"
"FA022133","PS0189","7","1018","1018"
"FA024420","PS0175","14","2398","2877.6"
"FA011424","PS0150","5","3275","3438.75"
"FA019683","PS0067","4","1824","1915.2"
"FA013974","PS0066","13","2450","2450"
"FA012324","PS0001","5","2024","2125.2"
"FA013461","PS0133","13","1869","2242.8"
"FA022151","PS0058","19","3666","4399.2"
"FA014586","PS0171","10","1863","1956.15"
"FA016367","PS0101","6","4494","5392.8"
"FA010873","PS0178","7","2534","2660.7"
"FA019287","PS0089","13","3356","3356"
"FA025472","PS0056","1","3253","3578.3"
"FA019728","PS0146","13","1742","1742"
"FA010143","PS0109","3","924","924"
"FA013186","PS0054","13","798","877.8"
"FA025341","PS0150","8","3275","3438.75"
"FA021730","PS0130","8","2449","2693.9"
"FA005891","PS0188","1","1923","2307.6"
"FA017553","PS0031","19","3309","3474.45"
"FA025341","PS0182","5","4712","4947.6"
"FA015307","PS0042","4","3772","4526.4"
"FA011389","PS0176","4","1902","1902"
"FA020506","PS0018","3","4405","4845.5"
"FA022216","PS0049","8","2162","2378.2"
"FA007347","PS0122","3","1558","1635.9"
"FA016612","PS0067","4","1824","1915.2"
"FA002741","PS0123","15","2137","2564.4"
"FA004788","PS0028","15","2114","2114"
"FA018558","PS0183","5","4635","4635"
"FA019047","PS0036","5","3506","4207.2"
"FA020700","PS0131","9","4193","5031.6"
"FA013533","PS0033","16","1340","1340"
"FA019398","PS0052","10","3823","3823"
"FA022914","PS0022","11","3106","3106"
"FA024602","PS0188","7","1923","2307.6"
"FA009724","PS0115","5","4570","5027"
"FA021908","PS0084","18","1596","1675.8"
"FA007564","PS0001","14","2024","2125.2"
"FA023809","PS0077","17","4739","5212.9"
"FA023509","PS0056","11","3253","3578.3"
"FA014472","PS0185","6","2944","3091.2"
"FA022023","PS0084","7","1596","1675.8"
"FA006767","PS0029","20","4104","4309.2"
"FA012214","PS0039","12","737","773.85"
"FA008309","PS0192","15","3081","3389.1"
"FA004043","PS0026","16","2578","3093.6"
"FA002019","PS0001","15","2024","2125.2"
"FA016933","PS0108","11","2728","3000.8"
"FA022469","PS0061","5","1652","1817.2"
"FA007172","PS0160","14","1396","1535.6"
"FA010775","PS0111","3","3335","4002"
"FA021328","PS0068","7","638","638"
"FA013090","PS0200","17","2860","3146"
"FA010082","PS0103","18","1326","1458.6"
"FA001340","PS0094","10","2548","2802.8"
"FA008434","PS0143","15","4067","4473.7"
"FA005230","PS0134","17","2614","3136.8"
"FA001148","PS0131","4","4193","5031.6"
"FA022580","PS0189","17","1018","1018"
"FA007106","PS0146","4","1742","1742"
"FA007085","PS0026","19","2578","3093.6"
"FA015967","PS0046","8","4813","5775.6"
"FA018830","PS0059","19","4993","5242.65"
"FA010968","PS0167","2","2672","2805.6"
"FA021853","PS0160","7","1396","1535.6"
"FA006688","PS0137","12","2907","3052.35"
"FA009706","PS0013","2","3409","3409"
"FA019180","PS0140","4","4874","4874"
"FA022871","PS0045","16","3895","4674"
"FA022510","PS0106","3","2784","3340.8"
"FA005099","PS0014","16","3304","3469.2"
"FA019315","PS0078","17","3929","3929"
"FA006901","PS0035","13","3653","4383.6"
"FA013081","PS0098","4","3639","3820.95"
"FA007611","PS0004","18","4618","5541.6"
"FA016076","PS0113","16","1421","1421"
"FA000600","PS0063","17","1391","1669.2"
"FA000448","PS0162","7","2580","2838"
"FA011778","PS0120","15","4751","5701.2"
"FA018214","PS0072","3","4112","4523.2"
"FA024432","PS0092","5","1266","1266"
"FA018236","PS0168","15","2550","2677.5"
"FA018320","PS0016","6","4420","5304"
"FA006753","PS0134","17","2614","3136.8"
"FA004980","PS0198","4","3668","4401.6"
"FA015015","PS0198","2","3668","4401.6"
"FA012515","PS0051","16","1179","1414.8"
"FA010948","PS0051","4","1179","1414.8"
"FA007886","PS0085","13","871","914.55"
"FA005938","PS0100","14","1714","2056.8"
"FA008257","PS0053","2","1852","2037.2"
"FA009891","PS0141","7","3556","3733.8"
"FA016252","PS0043","12","1449","1521.45"
"FA015816","PS0001","4","2024","2125.2"
"FA014059","PS0005","20","1255","1255"
"FA011149","PS0199","4","1317","1580.4"
"FA015833","PS0106","11","2784","3340.8"
"FA025443","PS0140","8","4874","4874"
"FA008660","PS0136","18","3166","3482.6"
"FA011963","PS0111","1","3335","4002"
"FA008212","PS0111","18","3335","4002"
"FA006546","PS0118","8","3828","4210.8"
"FA008287","PS0100","12","1714","2056.8"
"FA007186","PS0087","8","2181","2181"
"FA000641","PS0182","12","4712","4947.6"
"FA016503","PS0169","2","2716","3259.2"
"FA016998","PS0168","11","2550","2677.5"
"FA008477","PS0034","2","2908","2908"
"FA007171","PS0153","14","4044","4448.4"
"FA020352","PS0094","17","2548","2802.8"
"FA017840","PS0043","20","1449","1521.45"
"FA019731","PS0152","12","1962","1962"
"FA007905","PS0074","14","1493","1493"
"FA004106","PS0099","9","3071","3224.55"
"FA018485","PS0026","19","2578","3093.6"
"FA006366","PS0150","19","3275","3438.75"
"FA021129","PS0120","12","4751","5701.2"
"FA013858","PS0115","3","4570","5027"
"FA016511","PS0146","5","1742","1742"
"FA001036","PS0007","17","2921","3213.1"
"FA024576","PS0064","20","2959","3254.9"
"FA013934","PS0012","3","3469","4162.8"
"FA009543","PS0168","13","2550","2677.5"
"FA021050","PS0082","16","4269","4695.9"
"FA017303","PS0113","6","1421","1421"
"FA012809","PS0026","15","2578","3093.6"
"FA017886","PS0095","5","3247","3247"
"FA008023","PS0110","3","2038","2241.8"
"FA018115","PS0099","16","3071","3224.55"
"FA022006","PS0005","14","1255","1255"
"FA002032","PS0025","18","4960","5208"
"FA015107","PS0154","18","699","699"
"FA003216","PS0084","15","1596","1675.8"
"FA008334","PS0066","2","2450","2450"
"FA017152","PS0093","1","2999","3148.95"
"FA021731","PS0168","6","2550","2677.5"
"FA009758","PS0096","6","2802","2942.1"
"FA006432","PS0085","15","871","914.55"
"FA009718","PS0194","15","4157","4572.7"
"FA022617","PS0026","1","2578","3093.6"
"FA005468","PS0125","13","1693","1777.65"
"FA006184","PS0194","19","4157","4572.7"
"FA002406","PS0183","20","4635","4635"
"FA015896","PS0020","2","4856","5341.6"
"FA007262","PS0197","16","3502","3852.2"
"FA021256","PS0078","16","3929","3929"
"FA022635","PS0074","6","1493","1493"
"FA015971","PS0045","15","3895","4674"
"FA005518","PS0196","6","3273","3927.6"
"FA021146","PS0165","16","862","905.1"
"FA006119","PS0065","2","3011","3011"
"FA017487","PS0015","4","4308","4738.8"
"FA007253","PS0101","5","4494","5392.8"
"FA012204","PS0179","13","3886","4274.6"
"FA009317","PS0145","18","2505","2755.5"
"FA019409","PS0114","3","3975","4372.5"
"FA019659","PS0053","6","1852","2037.2"
"FA022755","PS0051","10","1179","1414.8"
"FA009123","PS0160","15","1396","1535.6"
"FA013488","PS0089","6","3356","3356"
"FA009845","PS0189","13","1018","1018"
"FA013620","PS0022","6","3106","3106"
"FA012657","PS0137","18","2907","3052.35"
"FA013126","PS0082","7","4269","4695.9"
"FA020253","PS0183","7","4635","4635"
"FA008305","PS0187","16","3333","3499.65"
"FA010754","PS0137","14","2907","3052.35"
"FA002285","PS0113","13","1421","1421"
"FA008901","PS0052","20","3823","3823"
"FA008643","PS0177","16","1076","1076"
"FA011263","PS0122","18","1558","1635.9"
"FA019184","PS0100","12","1714","2056.8"
"FA021342","PS0156","10","1047","1151.7"
"FA007328","PS0104","5","3030","3636"
"FA011971","PS0073","7","1367","1435.35"
"FA016422","PS0104","17","3030","3636"
"FA009185","PS0151","15","4869","5355.9"
"FA011958","PS0068","2","638","638"
"FA005798","PS0166","12","2363","2481.15"
"FA000077","PS0199","4","1317","1580.4"
"FA005223","PS0128","10","1185","1244.25"
"FA022783","PS0045","18","3895","4674"
"FA003555","PS0170","14","3820","4202"
"FA010772","PS0067","8","1824","1915.2"
"FA018793","PS0047","8","1271","1334.55"
"FA018206","PS0094","11","2548","2802.8"
"FA009090","PS0129","9","548","575.4"
"FA021029","PS0156","4","1047","1151.7"
"FA007296","PS0116","10","4508","4958.8"
"FA011588","PS0016","13","4420","5304"
"FA017989","PS0048","5","2078","2493.6"
"FA009007","PS0046","14","4813","5775.6"
"FA009998","PS0037","11","4777","5015.85"
"FA022082","PS0147","11","1530","1530"
"FA020297","PS0101","19","4494","5392.8"
"FA005725","PS0033","10","1340","1340"
"FA012310","PS0078","8","3929","3929"
"FA009227","PS0137","12","2907","3052.35"
"FA010682","PS0101","8","4494","5392.8"
"FA021899","PS0197","2","3502","3852.2"
"FA019344","PS0085","13","871","914.55"
"FA021223","PS0021","16","1716","1801.8"
"FA009807","PS0008","7","2258","2258"
"FA019581","PS0131","12","4193","5031.6"
"FA005109","PS0078","16","3929","3929"
"FA018451","PS0122","19","1558","1635.9"
"FA008011","PS0007","3","2921","3213.1"
"FA016807","PS0053","7","1852","2037.2"
"FA017627","PS0048","15","2078","2493.6"
"FA003090","PS0001","12","2024","2125.2"
"FA023184","PS0028","15","2114","2114"
"FA013153","PS0115","6","4570","5027"
"FA024591","PS0142","10","1183","1242.15"
"FA002639","PS0092","15","1266","1266"
"FA017990","PS0066","15","2450","2450"
"FA020801","PS0069","17","873","960.3"
"FA010559","PS0149","12","1409","1409"
"FA003367","PS0183","13","4635","4635"
"FA020777","PS0012","20","3469","4162.8"
"FA002362","PS0129","15","548","575.4"
"FA013542","PS0150","18","3275","3438.75"
"FA012149","PS0181","2","1128","1353.6"
"FA010907","PS0041","17","830","871.5"
"FA009251","PS0077","6","4739","5212.9"
"FA004071","PS0109","6","924","924"
"FA010741","PS0040","2","1880","1974"
"FA025307","PS0109","7","924","924"
"FA008432","PS0177","11","1076","1076"
"FA022554","PS0026","7","2578","3093.6"
"FA000915","PS0050","14","2801","3361.2"
"FA006254","PS0131","9","4193","5031.6"
"FA022864","PS0031","6","3309","3474.45"
"FA014122","PS0108","15","2728","3000.8"
"FA020190","PS0113","9","1421","1421"
"FA012780","PS0075","6","3943","4140.15"
"FA025271","PS0098","14","3639","3820.95"
"FA025185","PS0185","12","2944","3091.2"
"FA024498","PS0085","8","871","914.55"
"FA023016","PS0078","20","3929","3929"
"FA006348","PS0008","10","2258","2258"
"FA008845","PS0067","3","1824","1915.2"
"FA005618","PS0162","11","2580","2838"
"FA022884","PS0177","14","1076","1076"
"FA007966","PS0005","20","1255","1255"
"FA021002","PS0175","10","2398","2877.6"
"FA020449","PS0139","4","3529","3705.45"
"FA013850","PS0094","3","2548","2802.8"
"FA013356","PS0043","6","1449","1521.45"
"FA012745","PS0164","3","1809","1809"
"FA019954","PS0047","10","1271","1334.55"
"FA008276","PS0021","3","1716","1801.8"
"FA008099","PS0071","6","1285","1349.25"
"FA010009","PS0134","3","2614","3136.8"
"FA011083","PS0056","20","3253","3578.3"
"FA024052","PS0067","12","1824","1915.2"
"FA019889","PS0099","7","3071","3224.55"
"FA020025","PS0059","20","4993","5242.65"
"FA015216","PS0021","17","1716","1801.8"
"FA012453","PS0167","20","2672","2805.6"
"FA017789","PS0145","13","2505","2755.5"
"FA005537","PS0183","5","4635","4635"
"FA003137","PS0159","19","1547","1624.35"
"FA022184","PS0059","17","4993","5242.65"
"FA010064","PS0093","17","2999","3148.95"
"FA009552","PS0038","16","3432","3432"
"FA021414","PS0192","13","3081","3389.1"
"FA022802","PS0186","14","3126","3438.6"
"FA024288","PS0022","14","3106","3106"
"FA003817","PS0088","20","1464","1610.4"
"FA012342","PS0127","4","3451","3796.1"
"FA002752","PS0192","20","3081","3389.1"
"FA021442","PS0129","12","548","575.4"
"FA024718","PS0090","13","2587","3104.4"
"FA009895","PS0181","19","1128","1353.6"
"FA021509","PS0064","16","2959","3254.9"
"FA006497","PS0162","7","2580","2838"
"FA016378","PS0023","19","3479","3479"
"FA021463","PS0116","12","4508","4958.8"
"FA015554","PS0154","16","699","699"
"FA004527","PS0106","17","2784","3340.8"
"FA008548","PS0133","18","1869","2242.8"
"FA005535","PS0151","16","4869","5355.9"
"FA000971","PS0003","12","710","852"
"FA017103","PS0124","8","2519","2519"
"FA024622","PS0022","12","3106","3106"
"FA010603","PS0102","15","1322","1388.1"
"FA017865","PS0138","8","2809","2949.45"
"FA005912","PS0184","10","1840","2208"
"FA023762","PS0187","14","3333","3499.65"
"FA004412","PS0092","1","1266","1266"
"FA018060","PS0035","9","3653","4383.6"
"FA024018","PS0178","18","2534","2660.7"
"FA007422","PS0118","4","3828","4210.8"
"FA007150","PS0010","7","4373","4591.65"
"FA022864","PS0100","9","1714","2056.8"
"FA023289","PS0042","20","3772","4526.4"
"FA015149","PS0109","3","924","924"
"FA016263","PS0051","7","1179","1414.8"
"FA010196","PS0111","12","3335","4002"
"FA008713","PS0194","18","4157","4572.7"
"FA015914","PS0087","9","2181","2181"
"FA014103","PS0097","1","3905","4686"
"FA011958","PS0122","14","1558","1635.9"
"FA010723","PS0071","9","1285","1349.25"
"FA008073","PS0003","8","710","852"
"FA013755","PS0095","20","3247","3247"
"FA008117","PS0051","13","1179","1414.8"
"FA014351","PS0194","12","4157","4572.7"
"FA004420","PS0154","1","699","699"
"FA012805","PS0052","14","3823","3823"
"FA010832","PS0095","16","3247","3247"
"FA013523","PS0069","8","873","960.3"
"FA016250","PS0085","11","871","914.55"
"FA008879","PS0060","18","2474","2968.8"
"FA009090","PS0034","13","2908","2908"
"FA019127","PS0085","4","871","914.55"
"FA005504","PS0012","12","3469","4162.8"
"FA015934","PS0107","9","2693","3231.6"
"FA023794","PS0002","1","1184","1302.4"
"FA019224","PS0192","16","3081","3389.1"
"FA013158","PS0168","6","2550","2677.5"
"FA002560","PS0156","5","1047","1151.7"
"FA023830","PS0095","6","3247","3247"
"FA007507","PS0072","20","4112","4523.2"
"FA011972","PS0172","14","583","583"
"FA023070","PS0007","5","2921","3213.1"
"FA012066","PS0195","11","2296","2296"
"FA004808","PS0198","17","3668","4401.6"
"FA018427","PS0039","4","737","773.85"
"FA011762","PS0165","2","862","905.1"
"FA024552","PS0165","16","862","905.1"
"FA014777","PS0087","10","2181","2181"
"FA016926","PS0035","7","3653","4383.6"
"FA007878","PS0047","5","1271","1334.55"
"FA005933","PS0017","5","3898","3898"
"FA018908","PS0135","15","3908","4689.6"
"FA011865","PS0012","17","3469","4162.8"
"FA023565","PS0145","8","2505","2755.5"
"FA022491","PS0106","15","2784","3340.8"
"FA012730","PS0126","17","4385","4385"
"FA008861","PS0039","13","737","773.85"
"FA022237","PS0158","14","4083","4083"
"FA019684","PS0156","18","1047","1151.7"
"FA005516","PS0063","18","1391","1669.2"
"FA011033","PS0170","16","3820","4202"
"FA009405","PS0097","6","3905","4686"
"FA015980","PS0103","13","1326","1458.6"
"FA012546","PS0035","16","3653","4383.6"
"FA004820","PS0162","19","2580","2838"
"FA022364","PS0117","4","4835","5802"
"FA012893","PS0192","16","3081","3389.1"
"FA018949","PS0089","4","3356","3356"
"FA019336","PS0059","7","4993","5242.65"
"FA015404","PS0026","7","2578","3093.6"
"FA024083","PS0128","20","1185","1244.25"
"FA021841","PS0167","13","2672","2805.6"
"FA008015","PS0134","16","2614","3136.8"
"FA022868","PS0189","11","1018","1018"
"FA025138","PS0155","16","2134","2347.4"
"FA023970","PS0079","19","1943","1943"
"FA014919","PS0104","15","3030","3636"
"FA006566","PS0072","9","4112","4523.2"
"FA012301","PS0127","17","3451","3796.1"
"FA020829","PS0190","9","822","863.1"
"FA011623","PS0146","18","1742","1742"
"FA022933","PS0067","15","1824","1915.2"
"FA018414","PS0157","16","596","596"
"FA005796","PS0105","2","2785","2924.25"
"FA021833","PS0107","19","2693","3231.6"
"FA016356","PS0161","9","2912","2912"
"FA005263","PS0146","20","1742","1742"
"FA004264","PS0107","15","2693","3231.6"
"FA022347","PS0184","2","1840","2208"
"FA008608","PS0087","18","2181","2181"
"FA010092","PS0002","11","1184","1302.4"
"FA015582","PS0124","20","2519","2519"
"FA018985","PS0007","6","2921","3213.1"
"FA013699","PS0054","16","798","877.8"
"FA022343","PS0198","5","3668","4401.6"
"FA007571","PS0197","13","3502","3852.2"
"FA006727","PS0090","13","2587","3104.4"
"FA010926","PS0116","4","4508","4958.8"
"FA024301","PS0084","5","1596","1675.8"
"FA005693","PS0041","10","830","871.5"
"FA013416","PS0078","19","3929","3929"
"FA019145","PS0150","12","3275","3438.75"
"FA009936","PS0168","12","2550","2677.5"
"FA023541","PS0143","17","4067","4473.7"
"FA021268","PS0077","7","4739","5212.9"
"FA005283","PS0170","6","3820","4202"
"FA000149","PS0093","19","2999","3148.95"
"FA005570","PS0144","7","613","613"
"FA011243","PS0182","5","4712","4947.6"
"FA023636","PS0092","8","1266","1266"
"FA018334","PS0182","4","4712","4947.6"
"FA013497","PS0108","14","2728","3000.8"
"FA013940","PS0190","16","822","863.1"
"FA004514","PS0186","17","3126","3438.6"
"FA005891","PS0071","11","1285","1349.25"
"FA010837","PS0161","10","2912","2912"
"FA011952","PS0007","7","2921","3213.1"
"FA019986","PS0095","18","3247","3247"
"FA014405","PS0182","8","4712","4947.6"
"FA005108","PS0066","18","2450","2450"
"FA021975","PS0101","6","4494","5392.8"
"FA011818","PS0165","16","862","905.1"
"FA013110","PS0126","4","4385","4385"
"FA022463","PS0146","17","1742","1742"
"FA023633","PS0188","13","1923","2307.6"
"FA005488","PS0057","14","2855","3140.5"
"FA006722","PS0170","6","3820","4202"
"FA018111","PS0143","3","4067","4473.7"
"FA024313","PS0095","9","3247","3247"
"FA003413","PS0148","20","3503","3678.15"
"FA019590","PS0091","5","4055","4460.5"
"FA024667","PS0127","3","3451","3796.1"
"FA021826","PS0139","2","3529","3705.45"
"FA015074","PS0132","12","3369","4042.8"
"FA017921","PS0121","10","4246","4458.3"
"FA023171","PS0125","19","1693","1777.65"
"FA018511","PS0181","13","1128","1353.6"
"FA011892","PS0130","1","2449","2693.9"
"FA008602","PS0149","20","1409","1409"
"FA012954","PS0113","2","1421","1421"
"FA016639","PS0149","11","1409","1409"
"FA023313","PS0126","17","4385","4385"
"FA005315","PS0200","7","2860","3146"
"FA013750","PS0120","7","4751","5701.2"
"FA017332","PS0186","15","3126","3438.6"
"FA011240","PS0169","8","2716","3259.2"
"FA024602","PS0104","3","3030","3636"
"FA010596","PS0094","18","2548","2802.8"
"FA001236","PS0033","10","1340","1340"
"FA010514","PS0085","4","871","914.55"
"FA016076","PS0024","4","4289","5146.8"
"FA001920","PS0193","12","4880","4880"
"FA023859","PS0011","3","4911","4911"
"FA012392","PS0172","3","583","583"
"FA004946","PS0100","1","1714","2056.8"
"FA020612","PS0001","10","2024","2125.2"
"FA021955","PS0198","6","3668","4401.6"
"FA022529","PS0070","7","1148","1148"
"FA009783","PS0055","9","3539","3539"
"FA016428","PS0024","15","4289","5146.8"
"FA018144","PS0015","10","4308","4738.8"
"FA023679","PS0059","14","4993","5242.65"
"FA005019","PS0085","16","871","914.55"
"FA017255","PS0060","12","2474","2968.8"
"FA014823","PS0024","20","4289","5146.8"
"FA021615","PS0068","8","638","638"
"FA000733","PS0056","6","3253","3578.3"
"FA014739","PS0030","19","3765","4141.5"
"FA012050","PS0065","6","3011","3011"
"FA005894","PS0024","6","4289","5146.8"
"FA001359","PS0114","17","3975","4372.5"
"FA014730","PS0081","20","3916","4307.6"
"FA022267","PS0065","3","3011","3011"
"FA010568","PS0188","4","1923","2307.6"
"FA012191","PS0065","7","3011","3011"
"FA014366","PS0033","18","1340","1340"
"FA012282","PS0129","5","548","575.4"
"FA020057","PS0117","12","4835","5802"
"FA005824","PS0169","16","2716","3259.2"
"FA011969","PS0106","10","2784","3340.8"
"FA011534","PS0137","20","2907","3052.35"
"FA006911","PS0087","19","2181","2181"
"FA006193","PS0043","4","1449","1521.45"
"FA020707","PS0109","16","924","924"
"FA019388","PS0130","9","2449","2693.9"
"FA010255","PS0186","2","3126","3438.6"
"FA002953","PS0170","8","3820","4202"
"FA012671","PS0083","7","4750","5700"
"FA013326","PS0123","13","2137","2564.4"
"FA022416","PS0113","12","1421","1421"
"FA011466","PS0099","6","3071","3224.55"
