"ID_REGLEMENT","DT_REGLEMENT","CD_TYPE_REGLEMENT"
"RGLT06515","2023-06-30","TR02"
"RGLT06516","2023-06-22","TR02"
"RGLT06517","2023-06-24","TR03"
"RGLT06518","2023-06-24","TR02"
"RGLT06519","2023-06-12","TR01"
"RGLT06520","2023-06-24","TR03"
"RGLT06521","2023-06-12","TR01"
"RGLT06522","2023-06-20","TR01"
"RGLT06523","2023-06-18","TR03"
"RGLT06524","2023-07-07","TR02"
"RGLT06525","2023-06-14","TR03"
"RGLT06526","2023-06-21","TR01"
"RGLT06527","2023-07-03","TR01"
"RGLT06528","2023-06-12","TR01"
"RGLT06529","2023-06-19","TR01"
"RGLT06530","2023-06-15","TR01"
"RGLT06531","2023-06-22","TR03"
"RGLT06532","2023-07-10","TR03"
"RGLT06533","2023-06-24","TR01"
"RGLT06534","2023-06-18","TR02"
"RGLT06535","2023-06-22","TR01"
"RGLT06536","2023-07-11","TR02"
"RGLT06537","2023-07-08","TR03"
"RGLT06538","2023-06-29","TR03"
"RGLT06539","2023-07-07","TR03"
"RGLT06540","2023-07-11","TR02"
"RGLT06541","2023-07-04","TR02"
"RGLT06542","2023-07-02","TR01"
"RGLT06543","2023-06-17","TR01"
"RGLT06544","2023-06-20","TR02"
"RGLT06545","2023-07-01","TR03"
"RGLT06546","2023-07-04","TR02"
"RGLT06547","2023-06-30","TR03"
"RGLT06548","2023-07-12","TR03"
"RGLT06549","2023-06-17","TR02"
"RGLT06550","2023-06-15","TR02"
"RGLT06551","2023-06-15","TR01"
"RGLT06552","2023-06-15","TR01"
"RGLT06553","2023-06-16","TR01"
"RGLT06554","2023-07-11","TR02"
"RGLT06555","2023-06-23","TR02"
"RGLT06556","2023-06-20","TR01"
"RGLT06557","2023-06-13","TR01"
"RGLT06558","2023-06-17","TR03"
"RGLT06559","2023-07-05","TR01"
"RGLT06560","2023-06-23","TR03"
"RGLT06561","2023-06-17","TR01"
"RGLT06562","2023-06-18","TR01"
"RGLT06563","2023-06-13","TR02"
"RGLT06564","2023-06-15","TR03"
"RGLT06565","2023-06-18","TR02"
"RGLT06566","2023-07-04","TR01"
"RGLT06567","2023-06-24","TR03"
"RGLT06568","2023-06-21","TR02"
"RGLT06569","2023-06-21","TR01"
"RGLT06570","2023-06-26","TR01"
"RGLT06571","2023-06-22","TR01"
"RGLT06572","2023-06-19","TR02"
"RGLT06573","2023-06-19","TR03"
"RGLT06574","2023-06-27","TR02"
"RGLT06575","2023-06-21","TR03"
"RGLT06576","2023-06-28","TR02"
"RGLT06577","2023-07-11","TR01"
"RGLT06578","2023-06-15","TR03"
"RGLT06579","2023-06-27","TR02"
"RGLT06580","2023-07-04","TR03"
"RGLT06581","2023-07-03","TR03"
"RGLT06582","2023-07-08","TR01"
"RGLT06583","2023-07-12","TR01"
"RGLT06584","2023-06-23","TR01"
"RGLT06585","2023-07-03","TR01"
"RGLT06586","2023-07-11","TR01"
"RGLT06587","2023-06-21","TR01"
"RGLT06588","2023-06-13","TR02"
"RGLT06589","2023-06-26","TR02"
"RGLT06590","2023-06-17","TR01"
"RGLT06591","2023-06-17","TR02"
"RGLT06592","2023-06-13","TR03"
"RGLT06593","2023-07-07","TR03"
"RGLT06594","2023-06-13","TR03"
"RGLT06595","2023-06-21","TR02"
"RGLT06596","2023-06-28","TR01"
"RGLT06597","2023-06-20","TR01"
"RGLT06598","2023-06-30","TR03"
"RGLT06599","2023-07-09","TR01"
"RGLT06600","2023-06-21","TR01"
"RGLT06601","2023-06-14","TR01"
"RGLT06602","2023-07-11","TR02"
"RGLT06603","2023-07-06","TR03"
"RGLT06604","2023-07-07","TR03"
"RGLT06605","2023-06-18","TR02"
"RGLT06606","2023-07-11","TR01"
"RGLT06607","2023-07-10","TR02"
"RGLT06608","2023-06-22","TR01"
"RGLT06609","2023-06-22","TR03"
"RGLT06610","2023-06-21","TR02"
"RGLT06611","2023-07-01","TR02"
"RGLT06612","2023-07-09","TR03"
"RGLT06613","2023-06-30","TR02"
"RGLT06614","2023-06-25","TR01"
"RGLT06615","2023-07-13","TR03"
"RGLT06616","2023-06-17","TR01"
"RGLT06617","2023-06-24","TR03"
"RGLT06618","2023-06-21","TR03"
"RGLT06619","2023-07-04","TR01"
"RGLT06620","2023-07-11","TR02"
"RGLT06621","2023-07-04","TR03"
"RGLT06622","2023-06-22","TR03"
"RGLT06623","2023-06-13","TR01"
"RGLT06624","2023-07-06","TR02"
"RGLT06625","2023-06-23","TR03"
"RGLT06626","2023-06-24","TR03"
"RGLT06627","2023-06-25","TR01"
"RGLT06628","2023-06-18","TR02"
"RGLT06629","2023-07-08","TR01"
"RGLT06630","2023-06-24","TR03"
"RGLT06631","2023-06-28","TR01"
"RGLT06632","2023-06-29","TR02"
"RGLT06633","2023-06-29","TR03"
"RGLT06634","2023-06-24","TR01"
"RGLT06635","2023-06-22","TR01"
"RGLT06636","2023-07-07","TR02"
"RGLT06637","2023-06-24","TR01"
"RGLT06638","2023-06-29","TR03"
"RGLT06639","2023-07-02","TR01"
"RGLT06640","2023-06-18","TR01"
"RGLT06641","2023-07-09","TR02"
"RGLT06642","2023-06-16","TR02"
"RGLT06643","2023-06-17","TR03"
"RGLT06644","2023-06-21","TR02"
"RGLT06645","2023-06-14","TR03"
"RGLT06646","2023-07-04","TR01"
"RGLT06647","2023-06-28","TR03"
"RGLT06648","2023-06-19","TR03"
"RGLT06649","2023-06-17","TR03"
"RGLT06650","2023-06-17","TR03"
"RGLT06651","2023-07-02","TR02"
"RGLT06652","2023-06-23","TR02"
"RGLT06653","2023-07-10","TR03"
"RGLT06654","2023-06-25","TR03"
"RGLT06655","2023-07-12","TR02"
"RGLT06656","2023-07-05","TR03"
"RGLT06657","2023-06-30","TR01"
"RGLT06658","2023-06-23","TR02"
"RGLT06659","2023-07-11","TR03"
"RGLT06660","2023-06-14","TR02"
"RGLT06661","2023-06-17","TR01"
"RGLT06662","2023-06-23","TR03"
"RGLT06663","2023-07-03","TR01"
"RGLT06664","2023-06-28","TR03"
"RGLT06665","2023-07-10","TR02"
"RGLT06666","2023-06-24","TR03"
"RGLT06667","2023-07-03","TR03"
"RGLT06668","2023-07-14","TR02"
"RGLT06669","2023-07-01","TR01"
"RGLT06670","2023-06-14","TR01"
"RGLT06671","2023-07-01","TR02"
"RGLT06672","2023-06-29","TR02"
"RGLT06673","2023-06-15","TR01"
"RGLT06674","2023-07-06","TR01"
"RGLT06675","2023-06-19","TR03"
"RGLT06676","2023-06-14","TR03"
"RGLT06677","2023-06-15","TR02"
"RGLT06678","2023-06-20","TR01"
"RGLT06679","2023-07-01","TR02"
"RGLT06680","2023-06-30","TR01"
"RGLT06681","2023-07-13","TR01"
"RGLT06682","2023-07-09","TR02"
"RGLT06683","2023-06-24","TR01"
"RGLT06684","2023-06-19","TR03"
"RGLT06685","2023-06-28","TR02"
"RGLT06686","2023-07-04","TR01"
"RGLT06687","2023-06-26","TR02"
"RGLT06688","2023-06-29","TR02"
"RGLT06689","2023-07-12","TR01"
"RGLT06690","2023-06-27","TR02"
"RGLT06691","2023-06-23","TR03"
"RGLT06692","2023-06-23","TR03"
"RGLT06693","2023-06-25","TR03"
"RGLT06694","2023-07-09","TR03"
"RGLT06695","2023-07-14","TR02"
"RGLT06696","2023-06-18","TR02"
"RGLT06697","2023-07-09","TR02"
"RGLT06698","2023-07-03","TR01"
"RGLT06699","2023-07-06","TR02"
"RGLT06700","2023-06-15","TR03"
"RGLT06701","2023-06-15","TR03"
"RGLT06702","2023-07-09","TR03"
"RGLT06703","2023-07-04","TR01"
"RGLT06704","2023-06-17","TR01"
"RGLT06705","2023-06-30","TR01"
"RGLT06706","2023-06-28","TR01"
"RGLT06707","2023-07-15","TR02"
"RGLT06708","2023-07-04","TR02"
"RGLT06709","2023-06-15","TR01"
"RGLT06710","2023-07-10","TR01"
"RGLT06711","2023-06-21","TR03"
"RGLT06712","2023-07-09","TR01"
"RGLT06713","2023-07-04","TR03"
"RGLT06714","2023-06-17","TR03"
"RGLT06715","2023-07-11","TR01"
"RGLT06716","2023-06-19","TR03"
"RGLT06717","2023-07-02","TR03"
"RGLT06718","2023-06-22","TR02"
"RGLT06719","2023-07-15","TR01"
"RGLT06720","2023-06-30","TR03"
"RGLT06721","2023-06-27","TR01"
"RGLT06722","2023-06-22","TR03"
"RGLT06723","2023-07-03","TR01"
"RGLT06724","2023-07-10","TR03"
"RGLT06725","2023-07-06","TR03"
"RGLT06726","2023-06-19","TR01"
"RGLT06727","2023-06-23","TR01"
"RGLT06728","2023-06-23","TR03"
"RGLT06729","2023-07-12","TR03"
"RGLT06730","2023-07-06","TR02"
"RGLT06731","2023-06-20","TR03"
"RGLT06732","2023-07-08","TR03"
"RGLT06733","2023-07-05","TR03"
"RGLT06734","2023-06-24","TR01"
"RGLT06735","2023-06-30","TR03"
"RGLT06736","2023-06-29","TR01"
"RGLT06737","2023-07-13","TR02"
"RGLT06738","2023-06-19","TR03"
"RGLT06739","2023-07-03","TR01"
"RGLT06740","2023-06-22","TR01"
"RGLT06741","2023-07-04","TR01"
"RGLT06742","2023-06-24","TR03"
"RGLT06743","2023-06-19","TR03"
"RGLT06744","2023-07-05","TR01"
"RGLT06745","2023-07-07","TR02"
"RGLT06746","2023-06-16","TR01"
"RGLT06747","2023-06-28","TR03"
"RGLT06748","2023-06-24","TR03"
"RGLT06749","2023-06-21","TR02"
"RGLT06750","2023-07-16","TR03"
"RGLT06751","2023-07-06","TR01"
"RGLT06752","2023-06-26","TR01"
"RGLT06753","2023-06-21","TR02"
"RGLT06754","2023-06-22","TR01"
"RGLT06755","2023-07-13","TR01"
"RGLT06756","2023-07-04","TR03"
"RGLT06757","2023-07-16","TR02"
"RGLT06758","2023-07-09","TR01"
"RGLT06759","2023-07-15","TR01"
"RGLT06760","2023-07-04","TR03"
"RGLT06761","2023-07-06","TR02"
"RGLT06762","2023-06-27","TR03"
"RGLT06763","2023-07-09","TR03"
"RGLT06764","2023-06-22","TR03"
"RGLT06765","2023-06-16","TR03"
"RGLT06766","2023-06-22","TR02"
"RGLT06767","2023-06-20","TR02"
"RGLT06768","2023-07-12","TR01"
"RGLT06769","2023-06-30","TR03"
"RGLT06770","2023-06-19","TR03"
"RGLT06771","2023-07-09","TR02"
"RGLT06772","2023-06-28","TR01"
"RGLT06773","2023-07-05","TR02"
"RGLT06774","2023-06-17","TR03"
"RGLT06775","2023-06-26","TR02"
"RGLT06776","2023-07-14","TR01"
"RGLT06777","2023-06-18","TR03"
"RGLT06778","2023-07-03","TR03"
"RGLT06779","2023-07-16","TR01"
"RGLT06780","2023-07-09","TR01"
"RGLT06781","2023-07-07","TR02"
"RGLT06782","2023-06-21","TR02"
"RGLT06783","2023-06-29","TR03"
"RGLT06784","2023-06-24","TR03"
"RGLT06785","2023-07-13","TR01"
"RGLT06786","2023-06-27","TR02"
"RGLT06787","2023-06-28","TR01"
"RGLT06788","2023-06-17","TR01"
"RGLT06789","2023-06-22","TR01"
"RGLT06790","2023-06-19","TR03"
"RGLT06791","2023-07-10","TR01"
"RGLT06792","2023-06-30","TR02"
"RGLT06793","2023-07-09","TR03"
"RGLT06794","2023-06-25","TR02"
"RGLT06795","2023-07-01","TR03"
"RGLT06796","2023-07-02","TR02"
"RGLT06797","2023-06-27","TR01"
"RGLT06798","2023-07-01","TR01"
"RGLT06799","2023-06-29","TR02"
"RGLT06800","2023-07-17","TR01"
"RGLT06801","2023-06-22","TR02"
"RGLT06802","2023-06-25","TR02"
"RGLT06803","2023-06-26","TR01"
"RGLT06804","2023-06-19","TR01"
"RGLT06805","2023-07-02","TR02"
"RGLT06806","2023-07-14","TR01"
"RGLT06807","2023-07-02","TR02"
"RGLT06808","2023-06-24","TR02"
"RGLT06809","2023-06-22","TR01"
"RGLT06810","2023-07-12","TR02"
"RGLT06811","2023-07-13","TR03"
"RGLT06812","2023-06-29","TR03"
"RGLT06813","2023-07-03","TR03"
"RGLT06814","2023-07-03","TR01"
"RGLT06815","2023-06-23","TR02"
"RGLT06816","2023-06-27","TR03"
"RGLT06817","2023-06-23","TR01"
"RGLT06818","2023-07-10","TR01"
"RGLT06819","2023-07-17","TR01"
"RGLT06820","2023-07-14","TR02"
"RGLT06821","2023-06-29","TR02"
"RGLT06822","2023-07-01","TR01"
"RGLT06823","2023-06-25","TR02"
"RGLT06824","2023-07-17","TR01"
"RGLT06825","2023-07-08","TR01"
"RGLT06826","2023-07-09","TR02"
"RGLT06827","2023-07-15","TR02"
"RGLT06828","2023-07-12","TR02"
"RGLT06829","2023-07-11","TR03"
"RGLT06830","2023-06-29","TR03"
"RGLT06831","2023-06-20","TR02"
"RGLT06832","2023-06-19","TR03"
"RGLT06833","2023-06-25","TR02"
"RGLT06834","2023-07-07","TR02"
"RGLT06835","2023-07-08","TR02"
"RGLT06836","2023-06-28","TR02"
"RGLT06837","2023-07-05","TR02"
"RGLT06838","2023-06-18","TR01"
"RGLT06839","2023-06-28","TR01"
"RGLT06840","2023-06-28","TR01"
"RGLT06841","2023-07-11","TR02"
"RGLT06842","2023-06-29","TR01"
"RGLT06843","2023-07-14","TR03"
"RGLT06844","2023-07-17","TR03"
"RGLT06845","2023-06-25","TR02"
"RGLT06846","2023-07-12","TR03"
"RGLT06847","2023-07-18","TR01"
"RGLT06848","2023-07-12","TR03"
"RGLT06849","2023-06-20","TR02"
"RGLT06850","2023-07-11","TR01"
"RGLT06851","2023-06-20","TR01"
"RGLT06852","2023-06-21","TR01"
"RGLT06853","2023-06-29","TR03"
"RGLT06854","2023-06-18","TR01"
"RGLT06855","2023-06-18","TR03"
"RGLT06856","2023-06-18","TR02"
"RGLT06857","2023-07-02","TR03"
"RGLT06858","2023-07-04","TR01"
"RGLT06859","2023-06-20","TR01"
"RGLT06860","2023-06-21","TR03"
"RGLT06861","2023-07-16","TR03"
"RGLT06862","2023-06-20","TR02"
"RGLT06863","2023-06-20","TR01"
"RGLT06864","2023-07-09","TR03"
"RGLT06865","2023-07-18","TR03"
"RGLT06866","2023-07-18","TR01"
"RGLT06867","2023-07-18","TR02"
"RGLT06868","2023-06-25","TR03"
"RGLT06869","2023-07-17","TR01"
"RGLT06870","2023-07-07","TR01"
"RGLT06871","2023-07-08","TR02"
"RGLT06872","2023-07-18","TR02"
"RGLT06873","2023-06-18","TR03"
"RGLT06874","2023-07-13","TR03"
"RGLT06875","2023-06-28","TR01"
"RGLT06876","2023-06-27","TR01"
"RGLT06877","2023-06-23","TR03"
"RGLT06878","2023-07-02","TR02"
"RGLT06879","2023-07-07","TR01"
"RGLT06880","2023-07-11","TR03"
"RGLT06881","2023-07-17","TR01"
"RGLT06882","2023-06-26","TR01"
"RGLT06883","2023-07-05","TR03"
"RGLT06884","2023-07-01","TR01"
"RGLT06885","2023-07-01","TR02"
"RGLT06886","2023-06-24","TR03"
"RGLT06887","2023-06-20","TR01"
"RGLT06888","2023-07-18","TR01"
"RGLT06889","2023-06-22","TR03"
"RGLT06890","2023-07-10","TR03"
"RGLT06891","2023-07-18","TR01"
"RGLT06892","2023-07-04","TR01"
"RGLT06893","2023-06-28","TR01"
"RGLT06894","2023-07-02","TR02"
"RGLT06895","2023-07-18","TR01"
"RGLT06896","2023-06-24","TR01"
"RGLT06897","2023-06-27","TR02"
"RGLT06898","2023-06-24","TR01"
"RGLT06899","2023-06-23","TR02"
"RGLT06900","2023-06-30","TR02"
"RGLT06901","2023-06-24","TR03"
"RGLT06902","2023-06-19","TR01"
"RGLT06903","2023-07-05","TR03"
"RGLT06904","2023-06-22","TR02"
"RGLT06905","2023-07-19","TR01"
"RGLT06906","2023-07-01","TR01"
"RGLT06907","2023-06-22","TR01"
"RGLT06908","2023-07-14","TR01"
"RGLT06909","2023-06-27","TR01"
"RGLT06910","2023-07-10","TR01"
"RGLT06911","2023-06-25","TR01"
"RGLT06912","2023-07-12","TR03"
"RGLT06913","2023-07-04","TR01"
"RGLT06914","2023-06-29","TR03"
"RGLT06915","2023-07-18","TR01"
"RGLT06916","2023-07-17","TR01"
"RGLT06917","2023-06-20","TR03"
"RGLT06918","2023-06-22","TR03"
"RGLT06919","2023-07-08","TR03"
"RGLT06920","2023-07-06","TR01"
"RGLT06921","2023-06-22","TR02"
"RGLT06922","2023-07-03","TR01"
"RGLT06923","2023-07-08","TR02"
"RGLT06924","2023-07-08","TR02"
"RGLT06925","2023-06-19","TR02"
"RGLT06926","2023-06-29","TR01"
"RGLT06927","2023-07-14","TR03"
"RGLT06928","2023-06-29","TR03"
"RGLT06929","2023-07-13","TR01"
"RGLT06930","2023-07-07","TR02"
"RGLT06931","2023-07-08","TR02"
"RGLT06932","2023-07-04","TR02"
"RGLT06933","2023-06-22","TR01"
"RGLT06934","2023-06-23","TR02"
"RGLT06935","2023-07-19","TR01"
"RGLT06936","2023-06-22","TR02"
"RGLT06937","2023-07-16","TR02"
"RGLT06938","2023-07-13","TR02"
"RGLT06939","2023-07-13","TR01"
"RGLT06940","2023-06-26","TR01"
"RGLT06941","2023-07-06","TR01"
"RGLT06942","2023-07-10","TR02"
"RGLT06943","2023-07-16","TR01"
"RGLT06944","2023-07-08","TR01"
"RGLT06945","2023-07-16","TR01"
"RGLT06946","2023-06-26","TR03"
"RGLT06947","2023-06-26","TR02"
"RGLT06948","2023-07-16","TR02"
"RGLT06949","2023-06-30","TR01"
"RGLT06950","2023-07-17","TR03"
"RGLT06951","2023-07-13","TR02"
"RGLT06952","2023-06-21","TR01"
"RGLT06953","2023-07-09","TR02"
"RGLT06954","2023-07-11","TR01"
"RGLT06955","2023-07-19","TR03"
"RGLT06956","2023-07-20","TR03"
"RGLT06957","2023-07-19","TR02"
"RGLT06958","2023-06-20","TR02"
"RGLT06959","2023-07-05","TR01"
"RGLT06960","2023-07-16","TR03"
"RGLT06961","2023-07-01","TR02"
"RGLT06962","2023-07-10","TR03"
"RGLT06963","2023-06-30","TR02"
"RGLT06964","2023-07-02","TR01"
"RGLT06965","2023-07-11","TR03"
"RGLT06966","2023-07-17","TR03"
"RGLT06967","2023-07-08","TR03"
"RGLT06968","2023-07-05","TR01"
"RGLT06969","2023-07-11","TR03"
"RGLT06970","2023-06-27","TR01"
"RGLT06971","2023-07-02","TR03"
"RGLT06972","2023-07-18","TR02"
"RGLT06973","2023-06-20","TR01"
"RGLT06974","2023-07-08","TR03"
"RGLT06975","2023-07-13","TR01"
"RGLT06976","2023-06-23","TR01"
"RGLT06977","2023-07-11","TR03"
"RGLT06978","2023-07-02","TR03"
"RGLT06979","2023-07-11","TR01"
"RGLT06980","2023-07-19","TR03"
"RGLT06981","2023-07-10","TR02"
"RGLT06982","2023-07-03","TR03"
"RGLT06983","2023-06-25","TR02"
"RGLT06984","2023-07-14","TR02"
"RGLT06985","2023-06-29","TR01"
"RGLT06986","2023-07-14","TR02"
"RGLT06987","2023-06-30","TR02"
"RGLT06988","2023-07-14","TR01"
"RGLT06989","2023-07-17","TR01"
"RGLT06990","2023-07-13","TR03"
"RGLT06991","2023-07-16","TR01"
"RGLT06992","2023-07-05","TR02"
"RGLT06993","2023-07-15","TR03"
"RGLT06994","2023-07-05","TR01"
"RGLT06995","2023-07-11","TR03"
"RGLT06996","2023-07-11","TR02"
"RGLT06997","2023-06-30","TR01"
"RGLT06998","2023-07-11","TR01"
"RGLT06999","2023-07-14","TR02"
"RGLT07000","2023-07-01","TR01"
"RGLT07001","2023-07-13","TR01"
"RGLT07002","2023-07-09","TR02"
"RGLT07003","2023-07-07","TR03"
"RGLT07004","2023-07-12","TR02"
"RGLT07005","2023-07-07","TR02"
"RGLT07006","2023-07-05","TR02"
"RGLT07007","2023-07-14","TR03"
"RGLT07008","2023-07-13","TR03"
"RGLT07009","2023-07-13","TR01"
"RGLT07010","2023-07-16","TR01"
"RGLT07011","2023-06-26","TR01"
"RGLT07012","2023-06-24","TR03"
"RGLT07013","2023-06-21","TR03"
"RGLT07014","2023-07-15","TR01"
"RGLT07015","2023-07-07","TR02"
"RGLT07016","2023-07-17","TR02"
"RGLT07017","2023-06-26","TR02"
"RGLT07018","2023-06-21","TR02"
"RGLT07019","2023-07-12","TR02"
"RGLT07020","2023-07-10","TR03"
"RGLT07021","2023-06-27","TR01"
"RGLT07022","2023-07-03","TR01"
"RGLT07023","2023-07-08","TR03"
"RGLT07024","2023-07-14","TR01"
"RGLT07025","2023-07-08","TR01"
"RGLT07026","2023-06-21","TR01"
"RGLT07027","2023-07-02","TR03"
"RGLT07028","2023-07-11","TR03"
"RGLT07029","2023-06-30","TR01"
"RGLT07030","2023-06-27","TR01"
"RGLT07031","2023-06-21","TR02"
"RGLT07032","2023-07-01","TR02"
"RGLT07033","2023-07-10","TR02"
"RGLT07034","2023-06-28","TR01"
"RGLT07035","2023-06-29","TR02"
"RGLT07036","2023-07-13","TR01"
"RGLT07037","2023-07-13","TR02"
"RGLT07038","2023-07-13","TR03"
"RGLT07039","2023-07-10","TR02"
"RGLT07040","2023-07-19","TR01"
"RGLT07041","2023-07-09","TR03"
"RGLT07042","2023-06-22","TR02"
"RGLT07043","2023-07-10","TR02"
"RGLT07044","2023-07-09","TR03"
"RGLT07045","2023-06-29","TR03"
"RGLT07046","2023-06-24","TR03"
"RGLT07047","2023-07-11","TR03"
"RGLT07048","2023-07-08","TR01"
"RGLT07049","2023-06-29","TR02"
"RGLT07050","2023-07-15","TR02"
"RGLT07051","2023-07-19","TR01"
"RGLT07052","2023-07-13","TR02"
"RGLT07053","2023-06-24","TR01"
"RGLT07054","2023-06-23","TR02"
"RGLT07055","2023-07-21","TR03"
"RGLT07056","2023-06-27","TR03"
"RGLT07057","2023-07-06","TR03"
"RGLT07058","2023-07-13","TR03"
"RGLT07059","2023-06-27","TR02"
"RGLT07060","2023-07-04","TR03"
"RGLT07061","2023-06-29","TR01"
"RGLT07062","2023-07-18","TR02"
"RGLT07063","2023-07-16","TR01"
"RGLT07064","2023-07-19","TR02"
"RGLT07065","2023-07-02","TR02"
"RGLT07066","2023-07-21","TR01"
"RGLT07067","2023-07-03","TR01"
"RGLT07068","2023-07-08","TR03"
"RGLT07069","2023-07-12","TR03"
"RGLT07070","2023-07-15","TR02"
"RGLT07071","2023-07-12","TR01"
"RGLT07072","2023-07-09","TR02"
"RGLT07073","2023-07-14","TR01"
"RGLT07074","2023-07-13","TR03"
"RGLT07075","2023-06-28","TR01"
"RGLT07076","2023-07-17","TR03"
"RGLT07077","2023-07-07","TR01"
"RGLT07078","2023-06-23","TR01"
"RGLT07079","2023-07-11","TR02"
"RGLT07080","2023-07-20","TR02"
"RGLT07081","2023-06-26","TR01"
"RGLT07082","2023-07-15","TR02"
"RGLT07083","2023-07-02","TR03"
"RGLT07084","2023-07-04","TR02"
"RGLT07085","2023-07-18","TR01"
"RGLT07086","2023-07-06","TR01"
"RGLT07087","2023-07-10","TR01"
"RGLT07088","2023-06-29","TR01"
"RGLT07089","2023-07-10","TR01"
"RGLT07090","2023-07-22","TR01"
"RGLT07091","2023-07-11","TR02"
"RGLT07092","2023-07-03","TR01"
"RGLT07093","2023-06-23","TR02"
"RGLT07094","2023-07-06","TR03"
"RGLT07095","2023-07-13","TR02"
"RGLT07096","2023-07-08","TR03"
"RGLT07097","2023-07-16","TR03"
"RGLT07098","2023-06-24","TR03"
"RGLT07099","2023-07-10","TR03"
"RGLT07100","2023-07-19","TR02"
"RGLT07101","2023-06-27","TR03"
"RGLT07102","2023-07-21","TR03"
"RGLT07103","2023-06-28","TR03"
"RGLT07104","2023-07-20","TR03"
"RGLT07105","2023-06-25","TR02"
"RGLT07106","2023-06-28","TR01"
"RGLT07107","2023-06-28","TR02"
"RGLT07108","2023-07-15","TR03"
"RGLT07109","2023-07-03","TR01"
"RGLT07110","2023-07-05","TR03"
"RGLT07111","2023-06-27","TR02"
"RGLT07112","2023-07-07","TR02"
"RGLT07113","2023-07-20","TR01"
"RGLT07114","2023-06-24","TR01"
"RGLT07115","2023-07-17","TR01"
"RGLT07116","2023-07-14","TR01"
"RGLT07117","2023-06-28","TR02"
"RGLT07118","2023-07-04","TR03"
"RGLT07119","2023-07-21","TR03"
"RGLT07120","2023-07-14","TR02"
"RGLT07121","2023-07-15","TR02"
"RGLT07122","2023-07-11","TR03"
"RGLT07123","2023-07-23","TR01"
"RGLT07124","2023-07-01","TR01"
"RGLT07125","2023-06-26","TR03"
"RGLT07126","2023-07-16","TR03"
"RGLT07127","2023-07-03","TR03"
"RGLT07128","2023-07-09","TR03"
"RGLT07129","2023-07-14","TR03"
"RGLT07130","2023-07-20","TR01"
"RGLT07131","2023-07-20","TR02"
"RGLT07132","2023-07-09","TR02"
"RGLT07133","2023-07-07","TR01"
"RGLT07134","2023-07-03","TR03"
"RGLT07135","2023-07-15","TR03"
"RGLT07136","2023-07-02","TR02"
"RGLT07137","2023-07-12","TR03"
"RGLT07138","2023-07-09","TR02"
"RGLT07139","2023-07-11","TR02"
"RGLT07140","2023-07-23","TR01"
"RGLT07141","2023-06-24","TR01"
"RGLT07142","2023-07-05","TR02"
"RGLT07143","2023-07-21","TR03"
"RGLT07144","2023-07-10","TR03"
"RGLT07145","2023-07-16","TR02"
"RGLT07146","2023-06-24","TR01"
"RGLT07147","2023-06-26","TR02"
"RGLT07148","2023-07-07","TR02"
"RGLT07149","2023-07-16","TR01"
"RGLT07150","2023-07-02","TR03"
"RGLT07151","2023-06-30","TR01"
"RGLT07152","2023-07-07","TR02"
"RGLT07153","2023-07-12","TR03"
"RGLT07154","2023-07-22","TR03"
"RGLT07155","2023-07-24","TR02"
"RGLT07156","2023-06-29","TR02"
"RGLT07157","2023-06-26","TR01"
"RGLT07158","2023-07-17","TR02"
"RGLT07159","2023-06-26","TR02"
"RGLT07160","2023-06-27","TR02"
"RGLT07161","2023-07-12","TR02"
"RGLT07162","2023-06-29","TR03"
"RGLT07163","2023-06-30","TR01"
"RGLT07164","2023-06-26","TR02"
"RGLT07165","2023-07-02","TR01"
"RGLT07166","2023-07-13","TR02"
"RGLT07167","2023-07-15","TR01"
"RGLT07168","2023-07-23","TR02"
"RGLT07169","2023-06-27","TR01"
"RGLT07170","2023-06-24","TR02"
"RGLT07171","2023-07-12","TR03"
"RGLT07172","2023-07-23","TR03"
"RGLT07173","2023-07-14","TR02"
"RGLT07174","2023-07-16","TR02"
"RGLT07175","2023-07-21","TR03"
"RGLT07176","2023-07-03","TR02"
"RGLT07177","2023-07-06","TR03"
"RGLT07178","2023-07-05","TR03"
"RGLT07179","2023-07-13","TR03"
"RGLT07180","2023-06-26","TR03"
"RGLT07181","2023-07-25","TR01"
"RGLT07182","2023-07-24","TR03"
"RGLT07183","2023-07-09","TR02"
"RGLT07184","2023-07-05","TR02"
"RGLT07185","2023-07-14","TR01"
"RGLT07186","2023-07-04","TR03"
"RGLT07187","2023-07-18","TR03"
"RGLT07188","2023-06-28","TR01"
"RGLT07189","2023-07-09","TR01"
"RGLT07190","2023-07-04","TR02"
"RGLT07191","2023-06-25","TR02"
"RGLT07192","2023-06-28","TR03"
"RGLT07193","2023-07-24","TR03"
"RGLT07194","2023-07-22","TR03"
"RGLT07195","2023-06-30","TR02"
"RGLT07196","2023-07-03","TR03"
"RGLT07197","2023-07-10","TR01"
"RGLT07198","2023-07-11","TR02"
"RGLT07199","2023-06-30","TR02"
"RGLT07200","2023-07-22","TR02"
"RGLT07201","2023-07-21","TR03"
"RGLT07202","2023-07-03","TR02"
"RGLT07203","2023-07-01","TR01"
"RGLT07204","2023-07-18","TR03"
"RGLT07205","2023-07-12","TR02"
"RGLT07206","2023-07-03","TR02"
"RGLT07207","2023-07-16","TR03"
"RGLT07208","2023-07-23","TR01"
"RGLT07209","2023-07-07","TR03"
"RGLT07210","2023-07-01","TR02"
"RGLT07211","2023-07-06","TR01"
"RGLT07212","2023-06-30","TR01"
